borough_id,nbhd,name,transaction_volume,property_count,average_sale_price
1,MIDTOWN WEST,Manhattan,2350,588,2835472.2455319148
1,UPPER EAST SIDE (59-79),Manhattan,1562,776,2592769.14340589
1,UPPER EAST SIDE (79-96),Manhattan,1286,819,2437840.370139969
1,UPPER WEST SIDE (59-79),Manhattan,1138,629,2564722.8101933217
1,MIDTOWN EAST,Manhattan,1109,514,2293143.406672678
1,CHELSEA,Manhattan,806,495,3373104.8622828783
1,UPPER WEST SIDE (79-96),Manhattan,737,429,2347387.986431479
1,HARLEM-CENTRAL,Manhattan,626,532,2793061.3817891376
1,GREENWICH VILLAGE-WEST,Manhattan,605,437,4242930.029752066
1,GREENWICH VILLAGE-CENTRAL,Manhattan,569,238,3640085.504393673
1,MURRAY HILL,Manhattan,503,282,2584603.34194831
1,GRAMERCY,Manhattan,473,240,1850131.866807611
1,TRIBECA,Manhattan,463,455,7798594.693304536
1,FLATIRON,Manhattan,360,276,4812179.297222222
1,UPPER WEST SIDE (96-116),Manhattan,337,184,2239925.4035608307
1,FINANCIAL,Manhattan,313,295,7076599.968051118
1,WASHINGTON HEIGHTS UPPER,Manhattan,298,114,1829788.2953020134
1,CIVIC CENTER,Manhattan,283,259,4466201.54770318
1,SOHO,Manhattan,281,248,6856526.341637011
1,HARLEM-EAST,Manhattan,270,243,2631909.540740741
1,CLINTON,Manhattan,240,201,2981142.775
1,LOWER EAST SIDE,Manhattan,229,91,2445421.2751091705
1,KIPS BAY,Manhattan,212,168,5491772.240566038
1,MIDTOWN CBD,Manhattan,208,177,28320402.442307692
1,ALPHABET CITY,Manhattan,146,132,3408250.9589041094
1,MANHATTAN VALLEY,Manhattan,143,117,1945249.86013986
1,SOUTHBRIDGE,Manhattan,131,37,2791699.0763358776
1,EAST VILLAGE,Manhattan,130,92,3143527.953846154
1,WASHINGTON HEIGHTS LOWER,Manhattan,127,98,4080440.37007874
1,HARLEM-UPPER,Manhattan,113,103,2025923.3982300884
1,INWOOD,Manhattan,113,61,1865130.539823009
1,FASHION,Manhattan,107,92,26462595.943925235
1,CHINATOWN,Manhattan,80,78,4064298.525
1,MORNINGSIDE HEIGHTS,Manhattan,72,16,2440587.763888889
1,UPPER EAST SIDE (96-110),Manhattan,51,33,2490842.5098039214
1,LITTLE ITALY,Manhattan,37,32,7850486.891891892
1,HARLEM-WEST,Manhattan,36,33,5689904.722222222
1,JAVITS CENTER,Manhattan,30,16,27819236.933333334
1,MANHATTAN-UNKNOWN,Manhattan,1,1,4407080.0
2,RIVERDALE, Bronx,575,208,459209.2017391304
2,SOUNDVIEW, Bronx,369,325,1081056.9593495934
2,PARKCHESTER, Bronx,345,318,236691.88985507246
2,WILLIAMSBRIDGE, Bronx,343,298,442751.8921282799
2,BAYCHESTER, Bronx,277,257,557542.5884476535
2,MORRISANIA/LONGWOOD, Bronx,249,234,1256576.9759036144
2,THROGS NECK, Bronx,233,220,439476.4635193133
2,WAKEFIELD, Bronx,200,185,557559.915
2,BRONXDALE, Bronx,200,165,748842.69
2,MELROSE/CONCOURSE, Bronx,194,116,1049509.1701030927
2,SCHUYLERVILLE/PELHAM BAY, Bronx,188,169,779404.75
2,MORRIS PARK/VAN NEST, Bronx,177,155,453565.02259887004
2,BEDFORD PARK/NORWOOD, Bronx,166,122,1550129.2891566264
2,KINGSBRIDGE/JEROME PARK, Bronx,150,101,1224461.32
2,CASTLE HILL/UNIONPORT, Bronx,117,105,452486.0598290598
2,COUNTRY CLUB, Bronx,113,107,470360.09734513273
2,KINGSBRIDGE HTS/UNIV HTS, Bronx,112,72,2246695.7946428573
2,MOTT HAVEN/PORT MORRIS, Bronx,105,101,2116527.4857142856
2,PELHAM PARKWAY SOUTH, Bronx,102,57,367813.0
2,EAST TREMONT, Bronx,97,88,1151657.4948453608
2,WESTCHESTER, Bronx,96,93,1102138.5104166667
2,PELHAM PARKWAY NORTH, Bronx,95,89,593368.3894736842
2,HIGHBRIDGE/MORRIS HEIGHTS, Bronx,78,71,1825535.8974358975
2,WOODLAWN, Bronx,77,51,553378.2727272727
2,FORDHAM, Bronx,72,68,1975979.986111111
2,MOUNT HOPE/MOUNT EDEN, Bronx,65,59,3015658.3538461537
2,CITY ISLAND, Bronx,62,62,480306.6935483871
2,BATHGATE, Bronx,59,54,1006262.1525423729
2,BELMONT, Bronx,57,57,1228198.105263158
2,HUNTS POINT, Bronx,45,44,2110269.8666666667
2,CROTONA PARK, Bronx,45,40,977692.1111111111
2,PELHAM GARDENS, Bronx,44,43,607542.0
2,FIELDSTON, Bronx,43,25,914860.2093023256
2,CITY ISLAND-PELHAM STRIP, Bronx,7,7,1240226.857142857
2,BRONX PARK, Bronx,4,4,1502935.0
2,VAN CORTLANDT PARK, Bronx,4,1,215625.0
2,CO-OP CITY, Bronx,2,2,335000.0
3,BEDFORD STUYVESANT,Brooklyn,904,870,1367947.9225663717
3,EAST NEW YORK,Brooklyn,715,663,575055.2965034965
3,SHEEPSHEAD BAY,Brooklyn,636,455,609821.536163522
3,BOROUGH PARK,Brooklyn,592,580,1218009.4155405406
3,BAY RIDGE,Brooklyn,568,402,795930.352112676
3,CROWN HEIGHTS,Brooklyn,550,491,1524283.7745454547
3,FLATBUSH-EAST,Brooklyn,543,471,559357.8655616943
3,BUSHWICK,Brooklyn,539,513,1218233.3840445268
3,PARK SLOPE,Brooklyn,480,396,1716417.0125
3,CANARSIE,Brooklyn,454,420,496039.8259911894
3,GRAVESEND,Brooklyn,417,369,765173.51558753
3,FLATBUSH-CENTRAL,Brooklyn,401,314,1418201.366583541
3,OCEAN PARKWAY-NORTH,Brooklyn,370,267,1140262.7783783784
3,SUNSET PARK,Brooklyn,354,328,1170197.802259887
3,BENSONHURST,Brooklyn,349,337,1087733.1346704871
3,WILLIAMSBURG-SOUTH,Brooklyn,343,336,1889705.5335276967
3,BROOKLYN HEIGHTS,Brooklyn,324,195,3386152.0401234566
3,MIDWOOD,Brooklyn,319,256,966292.5830721003
3,WILLIAMSBURG-EAST,Brooklyn,306,297,2215010.8464052286
3,MARINE PARK,Brooklyn,300,257,587982.73
3,CLINTON HILL,Brooklyn,281,183,1555306.2206405695
3,BRIGHTON BEACH,Brooklyn,278,199,825907.2086330935
3,OCEAN HILL,Brooklyn,261,247,793948.1187739463
3,MADISON,Brooklyn,260,215,817332.823076923
3,CYPRESS HILLS,Brooklyn,257,240,528922.1206225681
3,WILLIAMSBURG-NORTH,Brooklyn,253,248,3979139.719367589
3,OCEAN PARKWAY-SOUTH,Brooklyn,239,173,906127.8661087867
3,GREENPOINT,Brooklyn,225,218,2754139.493333333
3,PROSPECT HEIGHTS,Brooklyn,213,152,1499103.103286385
3,FLATBUSH-NORTH,Brooklyn,206,184,1090308.067961165
3,CONEY ISLAND,Brooklyn,203,119,930779.3645320197
3,BATH BEACH,Brooklyn,199,171,929935.4120603015
3,OLD MILL BASIN,Brooklyn,185,167,542896.8864864865
3,DYKER HEIGHTS,Brooklyn,170,167,965794.3588235294
3,FORT GREENE,Brooklyn,163,119,2195220.3496932513
3,BROWNSVILLE,Brooklyn,161,150,817125.6521739131
3,DOWNTOWN-FULTON FERRY,Brooklyn,158,156,4568137.056962025
3,FLATLANDS,Brooklyn,151,121,413425.8940397351
3,PARK SLOPE SOUTH,Brooklyn,132,127,1719788.3863636365
3,CARROLL GARDENS,Brooklyn,127,126,2024336.8582677166
3,WILLIAMSBURG-CENTRAL,Brooklyn,126,123,800773.0555555555
3,BOERUM HILL,Brooklyn,126,111,2118257.761904762
3,FLATBUSH-LEFFERTS GARDEN,Brooklyn,118,97,1677189.186440678
3,WINDSOR TERRACE,Brooklyn,118,84,987482.686440678
3,NAVY YARD,Brooklyn,117,112,2046847.358974359
