borough_id,nbhd,name,transaction_volume,property_count,average_sale_price
1,MIDTOWN WEST,Manhattan,2891,825,2809283.68073331
1,UPPER EAST SIDE (59-79),Manhattan,1799,914,3437724.326292385
1,UPPER EAST SIDE (79-96),Manhattan,1438,730,2976134.8393602227
1,UPPER WEST SIDE (59-79),Manhattan,1416,745,2306619.3220338984
1,MIDTOWN EAST,Manhattan,1102,420,1601041.0235934665
1,UPPER WEST SIDE (79-96),Manhattan,875,537,1906766.0617142858
1,CHELSEA,Manhattan,827,549,3855090.0918984283
1,HARLEM-CENTRAL,Manhattan,742,626,1654139.1940700808
1,MURRAY HILL,Manhattan,606,313,2318443.1518151816
1,GRAMERCY,Manhattan,575,268,2128930.6156521738
1,GREENWICH VILLAGE-CENTRAL,Manhattan,556,201,2682242.805755396
1,FINANCIAL,Manhattan,525,485,7366796.411428572
1,GREENWICH VILLAGE-WEST,Manhattan,496,311,3362686.5463709678
1,UPPER WEST SIDE (96-116),Manhattan,369,182,1709137.726287263
1,FLATIRON,Manhattan,358,254,4339360.061452514
1,TRIBECA,Manhattan,355,343,3158048.98028169
1,WASHINGTON HEIGHTS UPPER,Manhattan,350,121,1512756.0057142857
1,LOWER EAST SIDE,Manhattan,303,122,1765638.5643564356
1,SOHO,Manhattan,257,216,9499411.603112841
1,EAST VILLAGE,Manhattan,243,200,2016838.0576131686
1,KIPS BAY,Manhattan,237,172,20824828.033755273
1,CLINTON,Manhattan,229,174,1964483.231441048
1,MANHATTAN VALLEY,Manhattan,212,193,1613647.1981132075
1,WASHINGTON HEIGHTS LOWER,Manhattan,193,152,2165137.730569948
1,CIVIC CENTER,Manhattan,190,161,5069408.178947369
1,HARLEM-EAST,Manhattan,158,135,4456202.512658228
1,HARLEM-UPPER,Manhattan,153,135,1665756.156862745
1,MIDTOWN CBD,Manhattan,147,95,31007386.666666668
1,FASHION,Manhattan,145,124,20201063.613793105
1,INWOOD,Manhattan,144,65,1028364.375
1,CHINATOWN,Manhattan,119,116,3198634.8235294116
1,ALPHABET CITY,Manhattan,115,87,2939973.113043478
1,UPPER EAST SIDE (96-110),Manhattan,90,53,2008887.1666666667
1,MORNINGSIDE HEIGHTS,Manhattan,79,21,852930.493670886
1,SOUTHBRIDGE,Manhattan,60,55,13180938.866666667
1,LITTLE ITALY,Manhattan,43,38,6497703.534883721
1,JAVITS CENTER,Manhattan,34,10,14963656.852941176
1,HARLEM-WEST,Manhattan,23,18,3490286.8260869565
1,MANHATTAN-UNKNOWN,Manhattan,3,3,5001666.666666667
2,RIVERDALE, Bronx,498,181,371028.7771084337
2,PARKCHESTER, Bronx,258,240,391853.00775193796
2,WILLIAMSBRIDGE, Bronx,255,225,540709.8588235294
2,SOUNDVIEW, Bronx,246,226,579484.7520325204
2,BAYCHESTER, Bronx,225,198,372385.66222222225
2,MORRISANIA/LONGWOOD, Bronx,220,205,1135930.5454545454
2,KINGSBRIDGE/JEROME PARK, Bronx,185,121,937866.5459459459
2,BRONXDALE, Bronx,179,158,429776.0782122905
2,BEDFORD PARK/NORWOOD, Bronx,166,129,1765328.8012048192
2,MELROSE/CONCOURSE, Bronx,157,105,1628126.6305732485
2,THROGS NECK, Bronx,153,148,487616.3594771242
2,SCHUYLERVILLE/PELHAM BAY, Bronx,151,142,514178.0
2,MORRIS PARK/VAN NEST, Bronx,143,131,539987.7552447553
2,WAKEFIELD, Bronx,126,117,507378.9603174603
2,COUNTRY CLUB, Bronx,105,103,439865.24761904764
2,EAST TREMONT, Bronx,96,88,1798669.0833333333
2,PELHAM PARKWAY SOUTH, Bronx,94,74,2490383.0531914895
2,KINGSBRIDGE HTS/UNIV HTS, Bronx,90,61,1646423.288888889
2,CASTLE HILL/UNIONPORT, Bronx,88,82,445095.36363636365
2,PELHAM PARKWAY NORTH, Bronx,87,84,589964.5977011494
2,WESTCHESTER, Bronx,86,83,708895.3953488372
2,MOTT HAVEN/PORT MORRIS, Bronx,81,74,1737250.2222222222
2,HIGHBRIDGE/MORRIS HEIGHTS, Bronx,77,70,1287723.8961038962
2,HUNTS POINT, Bronx,67,63,2693212.0
2,BELMONT, Bronx,63,60,1036840.619047619
2,FORDHAM, Bronx,55,55,4128064.690909091
2,CITY ISLAND, Bronx,53,53,516111.88679245283
2,WOODLAWN, Bronx,49,36,590431.2857142857
2,MOUNT HOPE/MOUNT EDEN, Bronx,46,44,2851707.2391304346
2,BATHGATE, Bronx,44,40,832823.1363636364
2,CROTONA PARK, Bronx,38,36,939539.6315789474
2,PELHAM GARDENS, Bronx,31,31,468614.1935483871
2,FIELDSTON, Bronx,31,22,816871.7096774194
2,BRONX PARK, Bronx,6,6,3935444.5
2,VAN CORTLANDT PARK, Bronx,4,1,211750.0
2,BRONX-UNKNOWN, Bronx,2,2,655000.0
2,CO-OP CITY, Bronx,2,2,280000.0
3,BEDFORD STUYVESANT,Brooklyn,1243,1135,934985.4754625905
3,EAST NEW YORK,Brooklyn,696,639,393185.0215517241
3,BAY RIDGE,Brooklyn,695,451,641572.0460431655
3,CROWN HEIGHTS,Brooklyn,662,608,1173899.9879154079
3,BUSHWICK,Brooklyn,614,581,978562.0342019544
3,BOROUGH PARK,Brooklyn,609,597,956007.356321839
3,SHEEPSHEAD BAY,Brooklyn,578,383,746354.2664359862
3,PARK SLOPE,Brooklyn,568,456,1405271.0
3,FLATBUSH-CENTRAL,Brooklyn,466,362,1071733.0472103003
3,GRAVESEND,Brooklyn,447,417,803056.3109619687
3,FLATBUSH-EAST,Brooklyn,432,389,548051.7523148148
3,CANARSIE,Brooklyn,430,412,439002.2162790698
3,OCEAN HILL,Brooklyn,422,369,782881.4099526067
3,SUNSET PARK,Brooklyn,386,364,1072374.5233160623
3,OCEAN PARKWAY-NORTH,Brooklyn,351,245,761390.9772079772
3,CLINTON HILL,Brooklyn,320,202,1146610.121875
3,BROOKLYN HEIGHTS,Brooklyn,313,188,1929753.3162939297
3,BENSONHURST,Brooklyn,311,292,876887.1993569132
3,MIDWOOD,Brooklyn,299,231,1152151.314381271
3,GREENPOINT,Brooklyn,297,285,2042091.3737373736
3,WILLIAMSBURG-NORTH,Brooklyn,282,277,2790037.3156028367
3,MADISON,Brooklyn,271,233,725869.3690036901
3,WILLIAMSBURG-EAST,Brooklyn,260,252,2322916.4730769233
3,OCEAN PARKWAY-SOUTH,Brooklyn,253,187,763311.5652173914
3,MARINE PARK,Brooklyn,243,202,518100.0740740741
3,FLATBUSH-NORTH,Brooklyn,235,205,720863.0808510638
3,PROSPECT HEIGHTS,Brooklyn,230,168,1428884.0608695652
3,CYPRESS HILLS,Brooklyn,228,204,412709.5307017544
3,BRIGHTON BEACH,Brooklyn,219,164,946409.4520547945
3,BATH BEACH,Brooklyn,211,182,737936.4928909952
3,DYKER HEIGHTS,Brooklyn,195,191,769248.9230769231
3,FORT GREENE,Brooklyn,185,137,1195545.6108108107
3,CONEY ISLAND,Brooklyn,173,75,607744.1849710983
3,WILLIAMSBURG-SOUTH,Brooklyn,158,145,2621347.575949367
3,FLATBUSH-LEFFERTS GARDEN,Brooklyn,152,108,1188234.8157894737
3,CARROLL GARDENS,Brooklyn,147,141,1785547.7006802722
3,PARK SLOPE SOUTH,Brooklyn,146,141,1576894.897260274
3,WINDSOR TERRACE,Brooklyn,143,100,867888.8881118881
3,BROWNSVILLE,Brooklyn,140,131,1245637.592857143
3,OLD MILL BASIN,Brooklyn,130,117,393156.58461538464
3,FLATLANDS,Brooklyn,126,97,363140.2301587302
3,BOERUM HILL,Brooklyn,123,119,2570728.7154471544
3,DOWNTOWN-METROTECH,Brooklyn,122,73,1058810.4016393442
3,DOWNTOWN-FULTON MALL,Brooklyn,117,98,2912177.205128205
3,WILLIAMSBURG-CENTRAL,Brooklyn,114,113,627160.947368421
3,DOWNTOWN-FULTON FERRY,Brooklyn,113,110,1849599.185840708
3,GOWANUS,Brooklyn,113,109,2503559.9734513275
3,KENSINGTON,Brooklyn,99,58,824449.9696969697
3,BERGEN BEACH,Brooklyn,96,94,690614.0520833334
3,WYCKOFF HEIGHTS,Brooklyn,89,86,1045196.6292134832
3,MILL BASIN,Brooklyn,82,82,832277.1219512195
3,GERRITSEN BEACH,Brooklyn,82,80,369429.9268292683
3,COBBLE HILL-WEST,Brooklyn,81,79,1139374.4567901234
3,COBBLE HILL,Brooklyn,72,59,1489963.888888889
3,RED HOOK,Brooklyn,58,57,2549586.672413793
3,MANHATTAN BEACH,Brooklyn,54,52,1284139.6296296297
3,BUSH TERMINAL,Brooklyn,53,52,1454237.924528302
3,SEAGATE,Brooklyn,37,36,565138.1081081082
3,NAVY YARD,Brooklyn,17,16,5172514.176470588
3,BROOKLYN-UNKNOWN,Brooklyn,6,6,2216874.6666666665
3,SPRING CREEK,Brooklyn,4,4,10305557.5
4,FLUSHING-NORTH,Queens,1982,1601,722421.7169525732
4,FOREST HILLS,Queens,922,327,484051.11062906723
4,JACKSON HEIGHTS,Queens,832,443,453804.2247596154
4,BAYSIDE,Queens,801,572,611403.0449438202
4,FLUSHING-SOUTH,Queens,658,403,747172.367781155
4,ASTORIA,Queens,612,483,1427899.705882353
4,REGO PARK,Queens,582,292,349216.9793814433
4,ELMHURST,Queens,548,415,916163.7828467153
4,RICHMOND HILL,Queens,451,427,521388.066518847
4,CORONA,Queens,444,380,653988.6306306307
4,LONG ISLAND CITY,Queens,399,364,2949616.8220551377
4,QUEENS VILLAGE,Queens,385,313,379776.42077922076
4,ST. ALBANS,Queens,376,330,332886.65425531915
4,SO. JAMAICA-BAISLEY PARK,Queens,369,332,397199.2195121951
4,WOODSIDE,Queens,368,234,471435.9429347826
4,SOUTH JAMAICA,Queens,358,320,341446.5055865922
4,OAKLAND GARDENS,Queens,357,121,354017.60504201683
4,HOWARD BEACH,Queens,341,238,349673.08504398825
4,SPRINGFIELD GARDENS,Queens,334,305,411421.23652694613
4,RIDGEWOOD,Queens,314,300,877529.5477707007
4,MASPETH,Queens,306,284,856178.0751633986
4,OZONE PARK,Queens,301,294,441809.0930232558
4,MIDDLE VILLAGE,Queens,299,290,705568.143812709
4,SOUTH OZONE PARK,Queens,290,267,411361.50344827585
4,GLEN OAKS,Queens,287,44,377035.80139372824
4,WHITESTONE,Queens,283,223,679279.0141342756
4,HOLLIS,Queens,275,249,547031.8690909091
4,KEW GARDENS,Queens,271,128,413026.0774907749
4,GLENDALE,Queens,261,209,472953.64750957856
4,COLLEGE POINT,Queens,246,240,723712.4756097561
4,WOODHAVEN,Queens,228,217,471918.1359649123
4,FAR ROCKAWAY,Queens,226,214,794938.0176991151
4,JAMAICA,Queens,199,145,1035687.2412060301
4,SUNNYSIDE,Queens,199,124,871877.8894472362
4,ROSEDALE,Queens,186,172,404957.10215053766
