borough_id,nbhd,name,transaction_volume,property_count,average_sale_price
1,UPPER EAST SIDE (79-96),Manhattan,2556,1658,742539.7570422535
1,UPPER WEST SIDE (59-79),Manhattan,2220,1320,992102.5756756756
1,UPPER EAST SIDE (59-79),Manhattan,1916,883,1337111.9478079332
1,MIDTOWN EAST,Manhattan,1389,590,1192105.1828653708
1,MIDTOWN WEST,Manhattan,1119,892,1595956.9740840036
1,UPPER WEST SIDE (79-96),Manhattan,1090,579,886403.5596330275
1,CHELSEA,Manhattan,789,445,1227654.4765525982
1,GREENWICH VILLAGE-CENTRAL,Manhattan,687,219,754132.4497816594
1,MURRAY HILL,Manhattan,670,353,1081647.1358208954
1,GREENWICH VILLAGE-WEST,Manhattan,568,319,1047630.9084507042
1,HARLEM-CENTRAL,Manhattan,554,407,664668.0216606498
1,GRAMERCY,Manhattan,521,118,451635.29558541265
1,UPPER WEST SIDE (96-116),Manhattan,464,180,830180.5603448276
1,TRIBECA,Manhattan,359,332,1568142.3983286908
1,LOWER EAST SIDE,Manhattan,327,150,649118.2415902141
1,WASHINGTON HEIGHTS UPPER,Manhattan,324,98,509925.65432098764
1,FLATIRON,Manhattan,302,160,1162788.0827814569
1,KIPS BAY,Manhattan,288,204,530149.8854166666
1,MANHATTAN VALLEY,Manhattan,229,177,535457.5502183406
1,SOHO,Manhattan,211,170,2190985.412322275
1,EAST VILLAGE,Manhattan,178,106,655720.2808988764
1,MIDTOWN CBD,Manhattan,176,126,18091916.272727273
1,INWOOD,Manhattan,165,77,761672.3696969697
1,WASHINGTON HEIGHTS LOWER,Manhattan,151,93,1015504.5231788079
1,HARLEM-EAST,Manhattan,148,139,1077461.1216216215
1,CLINTON,Manhattan,148,101,2037492.6554054054
1,HARLEM-UPPER,Manhattan,112,100,1010204.9732142857
1,SOUTHBRIDGE,Manhattan,107,104,1173753.3364485982
1,ALPHABET CITY,Manhattan,103,74,569880.5825242718
1,FASHION,Manhattan,100,70,3671794.74
1,UPPER EAST SIDE (96-110),Manhattan,93,37,1311642.440860215
1,CIVIC CENTER,Manhattan,87,57,1250025.6091954024
1,MORNINGSIDE HEIGHTS,Manhattan,67,17,278096.49253731343
1,JAVITS CENTER,Manhattan,67,13,414328.01492537314
1,HARLEM-WEST,Manhattan,60,47,833508.45
1,CHINATOWN,Manhattan,59,55,894543.0169491526
1,FINANCIAL,Manhattan,54,33,6219197.944444444
1,LITTLE ITALY,Manhattan,42,38,2404353.738095238
2,RIVERDALE, Bronx,652,222,254737.22392638036
2,PARKCHESTER, Bronx,533,497,117181.28893058162
2,SOUNDVIEW, Bronx,467,430,378989.03426124196
2,MORRISANIA/LONGWOOD, Bronx,461,407,375289.3861171367
