borough_id,nbhd,name,transaction_volume,property_count,average_sale_price
1,MIDTOWN WEST,Manhattan,3948,1177,944320.8915906788
1,UPPER WEST SIDE (59-79),Manhattan,1919,1286,2308551.755601876
1,UPPER EAST SIDE (59-79),Manhattan,1470,791,3081771.1387755102
1,UPPER EAST SIDE (79-96),Manhattan,1338,783,2272182.3587443945
1,MIDTOWN EAST,Manhattan,1216,715,1357372.4399671052
1,CHELSEA,Manhattan,1085,899,1882968.4092165898
1,UPPER WEST SIDE (79-96),Manhattan,889,549,1485091.607424072
1,MURRAY HILL,Manhattan,822,597,1434437.9805352797
1,FINANCIAL,Manhattan,814,794,1392133.816953317
1,HARLEM-CENTRAL,Manhattan,734,681,915087.1008174387
1,TRIBECA,Manhattan,653,634,2323076.6921898928
1,GREENWICH VILLAGE-CENTRAL,Manhattan,561,255,2223581.0124777183
1,UPPER WEST SIDE (96-116),Manhattan,487,337,1675074.480492813
1,GREENWICH VILLAGE-WEST,Manhattan,442,270,2374314.7918552035
1,FLATIRON,Manhattan,381,305,2503729.874015748
1,KIPS BAY,Manhattan,372,300,1258511.822580645
1,GRAMERCY,Manhattan,352,118,1808343.4090909092
1,CLINTON,Manhattan,333,299,1628272.0
1,WASHINGTON HEIGHTS UPPER,Manhattan,277,89,1078256.19133574
1,LOWER EAST SIDE,Manhattan,227,102,1427043.7268722467
1,EAST VILLAGE,Manhattan,207,171,1208125.4057971016
1,SOHO,Manhattan,203,172,4168932.0689655175
1,MIDTOWN CBD,Manhattan,199,117,24583031.64321608
1,HARLEM-EAST,Manhattan,195,179,849974.5435897436
1,CIVIC CENTER,Manhattan,150,129,2569597.1466666665
1,MANHATTAN VALLEY,Manhattan,142,120,823751.5845070423
1,WASHINGTON HEIGHTS LOWER,Manhattan,142,105,1071020.0211267606
1,HARLEM-UPPER,Manhattan,108,101,1014992.1944444445
1,FASHION,Manhattan,105,93,12432541.361904763
1,CHINATOWN,Manhattan,99,94,1811959.2222222222
1,INWOOD,Manhattan,97,45,712104.5154639175
1,ALPHABET CITY,Manhattan,90,79,1433715.9777777777
