Neighborhood_ID,Neighborhood,Crime_Rate,Year
58,Kensington,5787,2007
57,East Flatbush,7356,2007
88,Boerum Hill,8552,2007
164,Oakland Gardens,2659,2007
52,Brighton Beach,10164,2007
7,Marble Hill,5323,2007
45,Unionport,4962,2007
21,Melrose,13273,2007
62,Williamsburg,7459,2007
247,Chelsea,316,2007
14,Bedford Park,10839,2007
146,Ridgewood,14466,2007
84,Marine Park,3584,2007
224,Ditmas Park,6693,2007
171,Cambria Heights,3554,2007
234,Dongan Hills,1756,2007
124,Little Italy,4847,2007
270,Claremont Village,14176,2007
33,Van Nest,7334,2007
110,Upper East Side,4828,2007
85,Clinton Hill,8366,2007
141,Downtown Flushing,12573,2007
77,Mill Island,539,2007
54,Manhattan Terrace,3523,2007
61,Brownsville,22061,2007
89,Prospect Lefferts Gardens,16849,2007
285,Broadway Junction,8582,2007
60,Prospect Heights,13043,2007
135,Elmhurst,11717,2007
59,Windsor Terrace,3777,2007
268,Pomonok,4801,2007
94,Prospect Park South,9880,2007
82,Dyker Heights,4547,2007
188,Hillcrest,1694,2007
198,North Corona,8038,2007
167,South Jamaica,13168,2007
254,Richmond Town,891,2007
262,Remsen Village,7568,2007
39,Schuylerville,4830,2007
142,Long Island City,4869,2007
249,Bulls Head,2001,2007
252,Civic Center,5056,2007
71,Park Slope,5758,2007
294,Prince's Bay,887,2007
114,Upper West Side,12266,2007
195,Somerville,1438,2007
148,Rego Park,5959,2007
129,Gramercy,10430,2007
154,Bayside,5424,2007
42,Olinville,9221,2007
170,Springfield Gardens,6279,2007
115,Lincoln Square,15764,2007
275,Hunters Point,2921,2007
83,Gerritsen Beach,3845,2007
93,Midwood,5883,2007
50,Greenpoint,5592,2007
181,Seaside,3600,2007
55,Flatbush,9052,2007
226,Rugby,8470,2007
4,Fieldston,1041,2007
147,Glendale,3205,2007
101,Ocean Parkway,6058,2007
186,Jamaica Estates,2943,2007
105,Inwood,8901,2007
134,Jackson Heights,12269,2007
137,South Corona,4653,2007
99,South Side,3497,2007
74,Starrett City,5030,2007
176,Steinway,3348,2007
53,Sheepshead Bay,5728,2007
180,Arverne,2037,2007
128,Morningside Heights,9553,2007
13,City Island,733,2007
229,Graniteville,2084,2007
286,Dumbo,1349,2007
223,Sunnyside,683,2007
3,Eastchester,2329,2007
66,Cobble Hill,2299,2007
199,Forest Hills Gardens,2733,2007
184,Floral Park,1133,2007
200,St. George,3530,2007
111,Yorkville,5941,2007
113,Roosevelt Island,2029,2007
238,Bay Terrace,881,2007
100,Navy Yard,1686,2007
201,New Brighton,2631,2007
98,North Side,4491,2007
217,Eltingville,1831,2007
79,Coney Island,7414,2007
86,Sea Gate,2361,2007
68,Red Hook,2869,2007
132,Astoria,11141,2007
214,New Dorp,1694,2007
241,Butler Manor,403,2007
81,Borough Park,10622,2007
261,Elm Park,1972,2007
161,Fresh Meadows,2576,2007
208,Port Richmond,4581,2007
162,Briarwood,4980,2007
51,Gravesend,6966,2007
288,Willowbrook,1472,2007
183,Murray Hill,3998,2007
34,Morris Park,2498,2007
233,Old Town,1009,2007
244,Arden Heights,1673,2007
67,Carroll Gardens,2759,2007
264,Paerdegat Basin,2878,2007
75,Canarsie,8181,2007
155,Auburndale,3293,2007
43,Pelham Gardens,3483,2007
37,North Riverdale,1435,2007
227,Park Hill,2180,2007
235,Midland Beach,1084,2007
189,Ravenswood,9222,2007
78,Manhattan Beach,870,2007
172,Rosedale,2546,2007
232,Grasmere,1194,2007
121,East Village,9336,2007
157,Douglaston,1323,2007
207,South Beach,408,2007
236,Grant City,2939,2007
269,Astoria Heights,2410,2007
191,Laurelton,2903,2007
185,Holliswood,2014,2007
222,Silver Lake,568,2007
202,Stapleton,2107,2007
240,Pleasant Plains,503,2007
168,St. Albans,5610,2007
40,Edgewater Park,1181,2007
228,Westerleigh,1571,2007
165,Queens Village,4253,2007
159,Bellerose,1373,2007
87,Downtown,8255,2007
194,Rockaway Park,1050,2007
136,Howard Beach,1446,2007
218,Annadale,742,2007
297,Malba,810,2007
204,West Brighton,2918,2007
123,Tribeca,2624,2007
243,Rossville,1008,2007
281,Blissville,2624,2007
276,Turtle Bay,4564,2007
125,Soho,7674,2007
76,Flatlands,8725,2007
216,Great Kills,2264,2007
166,Hollis,4782,2007
179,Edgemere,2111,2007
277,Tudor City,4098,2007
258,Emerson Hill,362,2007
158,Glen Oaks,2004,2007
153,Whitestone,2064,2007
282,Fulton Ferry,880,2007
257,Concord,567,2007
293,Middle Village,2405,2007
70,Fort Greene,6246,2007
211,Castleton Corners,1200,2007
92,Bergen Beach,261,2007
190,Lindenwood,3151,2007
196,Brookville,1408,2007
36,Spuyten Duyvil,986,2007
266,Jamaica Hills,3766,2007
102,Fort Hamilton,2672,2007
299,Madison,3864,2007
221,Tompkinsville,2124,2007
29,Throgs Neck,1136,2007
160,Kew Gardens Hills,3453,2007
156,Little Neck,815,2007
290,Egbertville,188,2007
283,Vinegar Hill,1806,2007
259,Randall Manor,927,2007
278,Stuyvesant Town,1795,2007
130,Battery Park City,935,2007
210,Port Ivory,544,2007
231,Arrochar,1199,2007
245,Greenridge,1171,2007
287,Manor Heights,888,2007
95,Georgetown,2903,2007
177,Beechhurst,1464,2007
212,New Springville,673,2007
205,Grymes Hill,1658,2007
203,Rosebank,758,2007
30,Country Club,1861,2007
23,Port Morris,657,2007
215,Oakwood,741,2007
255,Shore Acres,777,2007
206,Todt Hill,150,2007
219,Woodrow,270,2007
237,New Dorp Beach,1088,2007
213,Travis,277,2007
289,Sandy Ground,811,2007
248,Bloomfield,280,2007
260,Howland Hook,36,2007
174,Broad Channel,286,2007
175,Breezy Point,131,2007
5,Riverdale,997,2007
182,Neponsit,113,2007
193,Belle Harbor,230,2007
295,Lighthouse Hill,155,2007
291,Roxbury,48,2007
242,Charleston,215,2007
