Neighborhood_ID,Neighborhood,Crime_Rate,Year
44,Concourse,17788,2012
284,Weeksville,20633,2012
12,Pelham Parkway,6084,2012
116,Clinton,17467,2012
235,Midland Beach,991,2012
49,Sunset Park,18530,2012
109,East Harlem,35853,2012
285,Broadway Junction,10171,2012
97,East Williamsburg,15412,2012
189,Ravenswood,7761,2012
200,St. George,3230,2012
35,Belmont,9900,2012
18,East Tremont,13246,2012
128,Morningside Heights,8952,2012
122,Lower East Side,9298,2012
91,City Line,9747,2012
146,Ridgewood,16709,2012
61,Brownsville,25689,2012
24,Longwood,10661,2012
17,Fordham,24023,2012
42,Olinville,9832,2012
54,Manhattan Terrace,3225,2012
117,Midtown,23462,2012
163,Jamaica Center,10796,2012
6,Kingsbridge,5894,2012
64,Bedford Stuyvesant,27797,2012
214,New Dorp,1480,2012
32,Westchester Square,3080,2012
229,Graniteville,1970,2012
63,Bushwick,25009,2012
27,Soundview,16588,2012
8,Woodlawn,3015,2012
33,Van Nest,6249,2012
181,Seaside,3704,2012
210,Port Ivory,626,2012
57,East Flatbush,7167,2012
292,Homecrest,5190,2012
204,West Brighton,3047,2012
9,Norwood,9429,2012
22,Mott Haven,19338,2012
90,Ocean Hill,18341,2012
147,Glendale,4044,2012
135,Elmhurst,11771,2012
268,Pomonok,4075,2012
74,Starrett City,4554,2012
88,Boerum Hill,8230,2012
73,East New York,13243,2012
108,Central Harlem,30154,2012
104,Washington Heights,15574,2012
89,Prospect Lefferts Gardens,16247,2012
170,Springfield Gardens,3885,2012
48,Bensonhurst,7697,2012
180,Arverne,2124,2012
226,Rugby,9056,2012
273,Mount Hope,13980,2012
101,Ocean Parkway,5189,2012
129,Gramercy,9536,2012
10,Williamsbridge,7435,2012
262,Remsen Village,7600,2012
263,New Lots,15537,2012
183,Murray Hill,3386,2012
56,Crown Heights,13044,2012
112,Lenox Hill,5656,2012
94,Prospect Park South,8764,2012
14,Bedford Park,9585,2012
107,Manhattanville,11186,2012
103,Chinatown,7853,2012
124,Little Italy,4196,2012
271,Concourse Village,15168,2012
199,Forest Hills Gardens,2471,2012
253,Midtown South,28813,2012
51,Gravesend,6726,2012
80,Bath Beach,7273,2012
133,Woodside,7131,2012
278,Stuyvesant Town,1826,2012
67,Carroll Gardens,2859,2012
87,Downtown,9028,2012
140,Richmond Hill,11102,2012
228,Westerleigh,1319,2012
227,Park Hill,2219,2012
21,Melrose,13403,2012
145,Maspeth,4338,2012
41,Castle Hill,4080,2012
150,Ozone Park,10020,2012
208,Port Richmond,4560,2012
132,Astoria,10127,2012
85,Clinton Hill,8192,2012
26,Morrisania,12350,2012
98,North Side,6820,2012
159,Bellerose,1142,2012
152,College Point,2706,2012
52,Brighton Beach,9456,2012
96,Spring Creek,3638,2012
293,Middle Village,3041,2012
120,Greenwich Village,9754,2012
115,Lincoln Square,15254,2012
267,Utopia,723,2012
274,Sutton Place,10932,2012
71,Park Slope,5406,2012
149,Woodhaven,6321,2012
176,Steinway,3264,2012
167,South Jamaica,13685,2012
243,Rossville,933,2012
134,Jackson Heights,11424,2012
173,Far Rockaway,10014,2012
251,Noho,9676,2012
127,Manhattan Valley,13133,2012
220,Tottenville,1385,2012
255,Shore Acres,751,2012
58,Kensington,5312,2012
264,Paerdegat Basin,2929,2012
186,Jamaica Estates,2950,2012
205,Grymes Hill,2207,2012
272,Mount Eden,7751,2012
39,Schuylerville,4116,2012
165,Queens Village,3810,2012
15,University Heights,9052,2012
84,Marine Park,3433,2012
283,Vinegar Hill,1777,2012
72,Cypress Hills,5226,2012
216,Great Kills,2063,2012
125,Soho,6916,2012
93,Midwood,6348,2012
246,Heartland Village,3741,2012
126,West Village,15653,2012
3,Eastchester,1971,2012
248,Bloomfield,238,2012
81,Borough Park,8323,2012
7,Marble Hill,6225,2012
280,Sunnyside Gardens,6104,2012
279,Flatiron,18914,2012
141,Downtown Flushing,11918,2012
75,Canarsie,8723,2012
221,Tompkinsville,2498,2012
148,Rego Park,4512,2012
105,Inwood,8633,2012
31,Parkchester,6780,2012
131,Financial District,8527,2012
265,Mill Basin,3055,2012
270,Claremont Village,12963,2012
137,South Corona,4219,2012
114,Upper West Side,9965,2012
197,Bellaire,2945,2012
2,Co-op City,3787,2012
156,Little Neck,616,2012
191,Laurelton,3107,2012
237,New Dorp Beach,1336,2012
171,Cambria Heights,3532,2012
162,Briarwood,4358,2012
287,Manor Heights,772,2012
144,East Elmhurst,5658,2012
168,St. Albans,6962,2012
95,Georgetown,2667,2012
250,Carnegie Hill,7745,2012
53,Sheepshead Bay,4327,2012
151,South Ozone Park,9036,2012
142,Long Island City,3980,2012
299,Madison,3496,2012
298,Highland Park,5946,2012
297,Malba,724,2012
266,Jamaica Hills,3184,2012
160,Kew Gardens Hills,2690,2012
20,High  Bridge,14916,2012
192,Lefrak City,8345,2012
19,West Farms,11509,2012
121,East Village,10490,2012
55,Flatbush,8553,2012
269,Astoria Heights,2415,2012
252,Civic Center,4517,2012
76,Flatlands,8085,2012
166,Hollis,5516,2012
78,Manhattan Beach,1042,2012
69,Gowanus,4560,2012
169,Rochdale,16141,2012
187,Queensboro Hill,3202,2012
256,Clifton,1212,2012
1,Wakefield,6459,2012
62,Williamsburg,6803,2012
79,Coney Island,6911,2012
46,Edenwald,6193,2012
99,South Side,3924,2012
25,Hunts Point,5838,2012
106,Hamilton Heights,20591,2012
225,Wingate,8499,2012
224,Ditmas Park,6054,2012
211,Castleton Corners,941,2012
275,Hunters Point,5057,2012
60,Prospect Heights,11370,2012
70,Fort Greene,6061,2012
59,Windsor Terrace,3283,2012
47,Bay Ridge,7873,2012
190,Lindenwood,2875,2012
202,Stapleton,2413,2012
281,Blissville,1797,2012
185,Holliswood,2323,2012
249,Bulls Head,1202,2012
258,Emerson Hill,381,2012
83,Gerritsen Beach,3570,2012
102,Fort Hamilton,2201,2012
188,Hillcrest,1249,2012
198,North Corona,7513,2012
110,Upper East Side,4383,2012
50,Greenpoint,5191,2012
203,Rosebank,678,2012
230,Arlington,2124,2012
43,Pelham Gardens,3344,2012
245,Greenridge,954,2012
45,Unionport,5558,2012
177,Beechhurst,1048,2012
277,Tudor City,3726,2012
223,Sunnyside,480,2012
86,Sea Gate,2496,2012
172,Rosedale,2702,2012
65,Brooklyn Heights,3116,2012
158,Glen Oaks,1435,2012
233,Old Town,982,2012
153,Whitestone,2068,2012
4,Fieldston,932,2012
206,Todt Hill,148,2012
276,Turtle Bay,3709,2012
