Neighborhood_ID,Neighborhood,Crime_Rate,Year
272,Mount Eden,6447,2017
18,East Tremont,12936,2017
56,Crown Heights,10382,2017
228,Westerleigh,1087,2017
121,East Village,7797,2017
76,Flatlands,6878,2017
79,Coney Island,7380,2017
37,North Riverdale,1316,2017
172,Rosedale,2170,2017
134,Jackson Heights,12603,2017
84,Marine Park,2923,2017
103,Chinatown,7632,2017
120,Greenwich Village,8109,2017
191,Laurelton,2970,2017
141,Downtown Flushing,12569,2017
226,Rugby,8653,2017
130,Battery Park City,1301,2017
73,East New York,10583,2017
237,New Dorp Beach,868,2017
163,Jamaica Center,9110,2017
69,Gowanus,4889,2017
231,Arrochar,922,2017
87,Downtown,10047,2017
273,Mount Hope,12075,2017
246,Heartland Village,3212,2017
208,Port Richmond,4235,2017
268,Pomonok,3977,2017
189,Ravenswood,7454,2017
16,Morris Heights,5607,2017
105,Inwood,10502,2017
149,Woodhaven,4451,2017
54,Manhattan Terrace,2897,2017
91,City Line,9060,2017
220,Tottenville,1729,2017
225,Wingate,8755,2017
124,Little Italy,3487,2017
131,Financial District,7738,2017
93,Midwood,5337,2017
85,Clinton Hill,6613,2017
285,Broadway Junction,7785,2017
299,Madison,2919,2017
229,Graniteville,3284,2017
126,West Village,13261,2017
48,Bensonhurst,7359,2017
256,Clifton,873,2017
25,Hunts Point,7077,2017
42,Olinville,9416,2017
59,Windsor Terrace,2873,2017
296,Richmond Valley,360,2017
155,Auburndale,2441,2017
288,Willowbrook,981,2017
95,Georgetown,2306,2017
80,Bath Beach,7216,2017
147,Glendale,2975,2017
98,North Side,6481,2017
140,Richmond Hill,8317,2017
145,Maspeth,3431,2017
68,Red Hook,2692,2017
75,Canarsie,7237,2017
154,Bayside,3484,2017
50,Greenpoint,5437,2017
83,Gerritsen Beach,3142,2017
12,Pelham Parkway,5881,2017
125,Soho,5062,2017
176,Steinway,2537,2017
276,Turtle Bay,4575,2017
186,Jamaica Estates,2669,2017
138,Forest Hills,2922,2017
211,Castleton Corners,876,2017
43,Pelham Gardens,2990,2017
33,Van Nest,5525,2017
261,Elm Park,1592,2017
114,Upper West Side,9868,2017
270,Claremont Village,12697,2017
278,Stuyvesant Town,1575,2017
94,Prospect Park South,8633,2017
132,Astoria,9280,2017
174,Broad Channel,443,2017
102,Fort Hamilton,2305,2017
72,Cypress Hills,4079,2017
11,Baychester,2491,2017
67,Carroll Gardens,2276,2017
230,Arlington,2607,2017
152,College Point,2918,2017
47,Bay Ridge,7535,2017
137,South Corona,3817,2017
286,Dumbo,1348,2017
133,Woodside,7590,2017
51,Gravesend,5548,2017
1,Wakefield,6970,2017
9,Norwood,8483,2017
269,Astoria Heights,2279,2017
243,Rossville,626,2017
111,Yorkville,4516,2017
180,Arverne,3060,2017
275,Hunters Point,3125,2017
264,Paerdegat Basin,2533,2017
86,Sea Gate,2036,2017
6,Kingsbridge,5835,2017
235,Midland Beach,514,2017
28,Clason Point,847,2017
41,Castle Hill,3641,2017
3,Eastchester,2403,2017
110,Upper East Side,3888,2017
128,Morningside Heights,8168,2017
259,Randall Manor,742,2017
74,Starrett City,4298,2017
298,Highland Park,4378,2017
4,Fieldston,1006,2017
66,Cobble Hill,1826,2017
81,Borough Park,6877,2017
162,Briarwood,4410,2017
190,Lindenwood,2729,2017
88,Boerum Hill,7570,2017
267,Utopia,798,2017
266,Jamaica Hills,2981,2017
160,Kew Gardens Hills,2530,2017
290,Egbertville,177,2017
200,St. George,2881,2017
281,Blissville,1972,2017
265,Mill Basin,2550,2017
58,Kensington,4681,2017
113,Roosevelt Island,1665,2017
177,Beechhurst,1136,2017
214,New Dorp,1394,2017
239,Huguenot,629,2017
7,Marble Hill,5240,2017
112,Lenox Hill,5387,2017
45,Unionport,3663,2017
199,Forest Hills Gardens,2077,2017
181,Seaside,3825,2017
34,Morris Park,2079,2017
139,Kew Gardens,2271,2017
194,Rockaway Park,1221,2017
252,Civic Center,5852,2017
203,Rosebank,503,2017
185,Holliswood,1741,2017
171,Cambria Heights,3280,2017
183,Murray Hill,3197,2017
2,Co-op City,4197,2017
294,Prince's Bay,527,2017
123,Tribeca,2872,2017
234,Dongan Hills,1131,2017
30,Country Club,1363,2017
202,Stapleton,2261,2017
99,South Side,3263,2017
161,Fresh Meadows,1987,2017
223,Sunnyside,404,2017
170,Springfield Gardens,3688,2017
221,Tompkinsville,2370,2017
297,Malba,669,2017
142,Long Island City,4350,2017
216,Great Kills,1597,2017
164,Oakland Gardens,2052,2017
195,Somerville,1859,2017
159,Bellerose,1102,2017
188,Hillcrest,1076,2017
92,Bergen Beach,175,2017
136,Howard Beach,1280,2017
206,Todt Hill,113,2017
157,Douglaston,858,2017
38,Pelham Bay,1788,2017
204,West Brighton,2477,2017
197,Bellaire,2791,2017
245,Greenridge,784,2017
78,Manhattan Beach,692,2017
257,Concord,474,2017
293,Middle Village,2031,2017
213,Travis,206,2017
158,Glen Oaks,1390,2017
232,Grasmere,861,2017
209,Mariner's Harbor,1300,2017
289,Sandy Ground,469,2017
210,Port Ivory,587,2017
205,Grymes Hill,1793,2017
156,Little Neck,528,2017
184,Floral Park,929,2017
196,Brookville,1238,2017
23,Port Morris,830,2017
40,Edgewater Park,791,2017
36,Spuyten Duyvil,915,2017
207,South Beach,340,2017
77,Mill Island,534,2017
5,Riverdale,976,2017
217,Eltingville,1255,2017
238,Bay Terrace,751,2017
255,Shore Acres,546,2017
244,Arden Heights,988,2017
242,Charleston,197,2017
247,Chelsea,230,2017
282,Fulton Ferry,763,2017
248,Bloomfield,432,2017
29,Throgs Neck,904,2017
218,Annadale,463,2017
222,Silver Lake,344,2017
212,New Springville,588,2017
241,Butler Manor,224,2017
287,Manor Heights,486,2017
240,Pleasant Plains,272,2017
219,Woodrow,228,2017
258,Emerson Hill,265,2017
254,Richmond Town,504,2017
13,City Island,474,2017
175,Breezy Point,113,2017
215,Oakwood,588,2017
182,Neponsit,150,2017
193,Belle Harbor,197,2017
260,Howland Hook,43,2017
295,Lighthouse Hill,99,2017
291,Roxbury,49,2017
