,GROSS SQUARE FEET,YEAR BUILT,SALE PRICE,NEIGHBORHOOD,Crime_Index
6098,2268.0,1931.0,450000,LAURELTON,3.873
6099,1605.0,1925.0,430500,LAURELTON,3.873
6100,1050.0,1925.0,760000,LAURELTON,3.873
6101,1168.0,1925.0,550000,LAURELTON,3.873
6102,1200.0,1920.0,350000,LAURELTON,3.873
6103,1050.0,1960.0,450000,LAURELTON,3.873
6104,1905.0,1920.0,666141,LAURELTON,3.873
6105,1400.0,1920.0,462000,LAURELTON,3.873
6106,1056.0,1950.0,430000,LAURELTON,3.873
6107,1050.0,1950.0,460000,LAURELTON,3.873
6108,1540.0,1930.0,465000,LAURELTON,3.873
6109,1444.0,1920.0,255000,LAURELTON,3.873
6110,1184.0,1930.0,335000,LAURELTON,3.873
6111,1162.0,1930.0,402355,LAURELTON,3.873
6112,1266.0,1930.0,550000,LAURELTON,3.873
6113,1220.0,1950.0,505000,LAURELTON,3.873
6114,1160.0,1945.0,260000,LAURELTON,3.873
6115,1344.0,1925.0,515000,LAURELTON,3.873
6116,1344.0,1925.0,365040,LAURELTON,3.873
6117,1876.0,1925.0,350000,LAURELTON,3.873
6118,2468.0,1910.0,880000,LAURELTON,3.873
6119,1050.0,1960.0,490000,LAURELTON,3.873
6120,1050.0,1960.0,445000,LAURELTON,3.873
6121,1050.0,1960.0,460000,LAURELTON,3.873
6122,1050.0,1960.0,460000,LAURELTON,3.873
6123,1408.0,1945.0,395000,LAURELTON,3.873
6124,1160.0,1945.0,425000,LAURELTON,3.873
6125,1672.0,1935.0,470000,LAURELTON,3.873
6126,1720.0,1935.0,400000,LAURELTON,3.873
6127,1560.0,1935.0,590000,LAURELTON,3.873
6128,1560.0,1935.0,350500,LAURELTON,3.873
6129,834.0,1950.0,630000,LAURELTON,3.873
6130,888.0,1930.0,250000,LAURELTON,3.873
6131,1188.0,1945.0,470000,LAURELTON,3.873
6132,1628.0,1940.0,630000,LAURELTON,3.873
6133,1620.0,1945.0,565000,LAURELTON,3.873
6134,1170.0,1950.0,525000,LAURELTON,3.873
6135,1170.0,1950.0,475000,LAURELTON,3.873
6136,1489.0,1950.0,525000,LAURELTON,3.873
6137,1400.0,1992.0,495000,LAURELTON,3.873
6138,2310.0,1920.0,525000,LAURELTON,3.873
6139,1472.0,2007.0,507500,LAURELTON,3.873
6140,1288.0,1925.0,270000,LAURELTON,3.873
6141,4961.0,1935.0,570000,LAURELTON,3.873
6142,2993.0,1930.0,1247356,LAURELTON,3.873
6143,1830.0,1930.0,745000,LAURELTON,3.873
6144,1452.0,1930.0,620000,LAURELTON,3.873
6145,1862.0,2005.0,280000,LAURELTON,3.873
6146,1862.0,2005.0,504000,LAURELTON,3.873
6147,1392.0,1940.0,515000,LAURELTON,3.873
6148,1368.0,1930.0,360000,LAURELTON,3.873
6149,1416.0,1930.0,471000,LAURELTON,3.873
6150,1378.0,1930.0,355000,LAURELTON,3.873
6151,1378.0,1930.0,624000,LAURELTON,3.873
6152,1352.0,1930.0,415000,LAURELTON,3.873
6153,1269.0,1930.0,380000,LAURELTON,3.873
6154,1735.0,1935.0,420000,LAURELTON,3.873
6155,1316.0,1930.0,385000,LAURELTON,3.873
6156,1430.0,1950.0,424000,LAURELTON,3.873
6157,1380.0,1940.0,595000,LAURELTON,3.873
6158,1316.0,1920.0,100000,LAURELTON,3.873
6159,1360.0,1925.0,445500,LAURELTON,3.873
6160,1890.0,1925.0,505000,LAURELTON,3.873
6161,1720.0,1940.0,500000,LAURELTON,3.873
6162,1638.0,1945.0,539850,LAURELTON,3.873
6163,1662.0,1940.0,630000,LAURELTON,3.873
6164,1344.0,1930.0,495846,LAURELTON,3.873
6165,1472.0,1930.0,280000,LAURELTON,3.873
6166,1364.0,1925.0,520000,LAURELTON,3.873
6167,1324.0,1925.0,570000,LAURELTON,3.873
6168,1324.0,1925.0,330000,LAURELTON,3.873
6169,1324.0,1925.0,601000,LAURELTON,3.873
6170,1324.0,1925.0,340000,LAURELTON,3.873
6171,1324.0,1925.0,545000,LAURELTON,3.873
6172,1584.0,1935.0,340000,LAURELTON,3.873
6173,1332.0,1945.0,292500,LAURELTON,3.873
6174,1977.0,1940.0,105858,LAURELTON,3.873
6175,1040.0,1935.0,420000,LAURELTON,3.873
6176,1040.0,1935.0,458000,LAURELTON,3.873
6177,1281.0,1945.0,540000,LAURELTON,3.873
6178,1422.0,1935.0,255000,LAURELTON,3.873
6179,1422.0,1935.0,555000,LAURELTON,3.873
6180,1344.0,1930.0,175000,LAURELTON,3.873
6181,1344.0,1930.0,560000,LAURELTON,3.873
6182,1344.0,1930.0,175000,LAURELTON,3.873
6183,1232.0,1930.0,560000,LAURELTON,3.873
6184,1528.0,1940.0,427000,LAURELTON,3.873
6185,1528.0,1940.0,360000,LAURELTON,3.873
6186,1384.0,1935.0,325000,LAURELTON,3.873
6187,1438.0,1935.0,666141,LAURELTON,3.873
6188,1340.0,1920.0,180000,LAURELTON,3.873
6189,1340.0,1920.0,615000,LAURELTON,3.873
6190,1325.0,1935.0,225000,LAURELTON,3.873
6191,1316.0,1935.0,480000,LAURELTON,3.873
6192,1344.0,1940.0,510000,LAURELTON,3.873
6193,1344.0,1935.0,269750,LAURELTON,3.873
6194,1352.0,1930.0,385000,LAURELTON,3.873
6195,1304.0,1930.0,586387,LAURELTON,3.873
6196,1332.0,1940.0,450000,LAURELTON,3.873
6291,1400.0,1935.0,445000,MASPETH,5.57
6292,1400.0,1935.0,650000,MASPETH,5.57
6293,1400.0,1945.0,780000,MASPETH,5.57
6294,1400.0,1945.0,828000,MASPETH,5.57
6295,1520.0,1940.0,957500,MASPETH,5.57
6296,1520.0,1940.0,515000,MASPETH,5.57
6297,1520.0,1940.0,785000,MASPETH,5.57
6298,1400.0,1940.0,675000,MASPETH,5.57
6299,928.0,1950.0,570000,MASPETH,5.57
6300,1575.0,1945.0,811000,MASPETH,5.57
6301,1710.0,1945.0,710000,MASPETH,5.57
6302,1520.0,1945.0,743000,MASPETH,5.57
6303,1458.0,1945.0,723000,MASPETH,5.57
6304,1458.0,1945.0,748800,MASPETH,5.57
6305,2004.0,1950.0,835000,MASPETH,5.57
6306,1768.0,1940.0,780000,MASPETH,5.57
6307,1916.0,1940.0,795000,MASPETH,5.57
6308,1665.0,1950.0,778000,MASPETH,5.57
6309,2208.0,1925.0,783000,MASPETH,5.57
6310,1248.0,1925.0,819000,MASPETH,5.57
6311,1248.0,1925.0,710000,MASPETH,5.57
6312,1711.0,1945.0,735000,MASPETH,5.57
6313,1819.0,1945.0,725000,MASPETH,5.57
6314,1152.0,1925.0,790000,MASPETH,5.57
6315,1680.0,1945.0,690000,MASPETH,5.57
6316,1440.0,1945.0,772885,MASPETH,5.57
6317,1596.0,1945.0,848000,MASPETH,5.57
6318,1548.0,1940.0,440000,MASPETH,5.57
6319,1368.0,1945.0,810000,MASPETH,5.57
6320,1368.0,1945.0,670000,MASPETH,5.57
6321,1262.0,1940.0,778000,MASPETH,5.57
6322,1160.0,1930.0,630000,MASPETH,5.57
6323,1610.0,1910.0,840000,MASPETH,5.57
6324,1360.0,1930.0,775000,MASPETH,5.57
6325,1120.0,1920.0,735000,MASPETH,5.57
6326,1344.0,1930.0,733000,MASPETH,5.57
6327,1831.0,1955.0,715000,MASPETH,5.57
6328,1831.0,1955.0,350000,MASPETH,5.57
6329,1520.0,1937.0,779000,MASPETH,5.57
6330,2100.0,1930.0,1125000,MASPETH,5.57
6331,1080.0,1930.0,535000,MASPETH,5.57
6332,1264.0,1920.0,600000,MASPETH,5.57
6333,1280.0,1935.0,832000,MASPETH,5.57
6334,1260.0,1940.0,550000,MASPETH,5.57
6335,1440.0,1940.0,476580,MASPETH,5.57
6336,1050.0,1925.0,645000,MASPETH,5.57
6337,1288.0,1930.0,609000,MASPETH,5.57
6338,1346.0,1930.0,600000,MASPETH,5.57
6339,714.0,1920.0,1500000,MASPETH,5.57
6340,792.0,1920.0,519000,MASPETH,5.57
6341,1224.0,1945.0,630000,MASPETH,5.57
6342,2210.0,1925.0,795000,MASPETH,5.57
6343,1520.0,1950.0,700000,MASPETH,5.57
6344,1304.0,1915.0,580000,MASPETH,5.57
6345,1234.0,1915.0,651500,MASPETH,5.57
6346,1284.0,1935.0,685000,MASPETH,5.57
6347,2002.0,1925.0,750000,MASPETH,5.57
6348,1278.0,1925.0,410000,MASPETH,5.57
6349,1408.0,1920.0,760000,MASPETH,5.57
6350,1320.0,1960.0,690000,MASPETH,5.57
6351,704.0,1915.0,540000,MASPETH,5.57
6352,600.0,1925.0,444000,MASPETH,5.57
6353,600.0,1925.0,480000,MASPETH,5.57
6354,600.0,1925.0,495000,MASPETH,5.57
6355,600.0,1925.0,460000,MASPETH,5.57
6356,1040.0,1925.0,590000,MASPETH,5.57
6357,1344.0,1925.0,600000,MASPETH,5.57
6358,1944.0,1960.0,700000,MASPETH,5.57
6359,1944.0,1960.0,265000,MASPETH,5.57
6360,1296.0,1960.0,770000,MASPETH,5.57
6361,864.0,1920.0,140000,MASPETH,5.57
6362,1288.0,1960.0,668900,MASPETH,5.57
6363,1222.0,1925.0,925000,MASPETH,5.57
6364,1560.0,1950.0,585000,MASPETH,5.57
6365,1288.0,1955.0,611000,MASPETH,5.57
6366,1554.0,1940.0,641497,MASPETH,5.57
6367,1554.0,1940.0,737300,MASPETH,5.57
6368,2220.0,1955.0,730000,MASPETH,5.57
6369,2035.0,1960.0,730000,MASPETH,5.57
6370,1280.0,1940.0,720000,MIDDLE VILLAGE,5.836
6371,1820.0,1940.0,688000,MIDDLE VILLAGE,5.836
6372,1170.0,1930.0,575000,MIDDLE VILLAGE,5.836
6373,3340.0,1950.0,1125000,MIDDLE VILLAGE,5.836
6374,1152.0,1950.0,275000,MIDDLE VILLAGE,5.836
6375,1764.0,1940.0,940000,MIDDLE VILLAGE,5.836
6376,1240.0,1940.0,635000,MIDDLE VILLAGE,5.836
6377,946.0,1950.0,630000,MIDDLE VILLAGE,5.836
6378,1512.0,1930.0,995000,MIDDLE VILLAGE,5.836
6379,995.0,1920.0,800000,MIDDLE VILLAGE,5.836
6380,1172.0,1930.0,635000,MIDDLE VILLAGE,5.836
6381,1368.0,1940.0,765000,MIDDLE VILLAGE,5.836
6382,960.0,1940.0,680000,MIDDLE VILLAGE,5.836
6383,1680.0,1935.0,650000,MIDDLE VILLAGE,5.836
6384,1192.0,1945.0,755000,MIDDLE VILLAGE,5.836
6385,1831.0,1945.0,740000,MIDDLE VILLAGE,5.836
6386,1831.0,1945.0,828000,MIDDLE VILLAGE,5.836
6387,1732.0,1950.0,810000,MIDDLE VILLAGE,5.836
6388,1732.0,1945.0,850000,MIDDLE VILLAGE,5.836
6389,960.0,1940.0,618000,MIDDLE VILLAGE,5.836
6390,1728.0,1940.0,819000,MIDDLE VILLAGE,5.836
6391,1152.0,1945.0,755000,MIDDLE VILLAGE,5.836
6392,1327.0,1940.0,675000,MIDDLE VILLAGE,5.836
6393,924.0,1925.0,675000,MIDDLE VILLAGE,5.836
6394,840.0,1930.0,680000,MIDDLE VILLAGE,5.836
6395,1500.0,1930.0,485000,MIDDLE VILLAGE,5.836
6396,1192.0,1930.0,400000,MIDDLE VILLAGE,5.836
6397,1224.0,1950.0,750000,MIDDLE VILLAGE,5.836
6398,1224.0,1940.0,865000,MIDDLE VILLAGE,5.836
6399,1680.0,1945.0,790000,MIDDLE VILLAGE,5.836
6400,1586.0,1945.0,680000,MIDDLE VILLAGE,5.836
6401,1669.0,1940.0,690000,MIDDLE VILLAGE,5.836
6402,1519.0,1940.0,690000,MIDDLE VILLAGE,5.836
6403,1782.0,1960.0,705000,MIDDLE VILLAGE,5.836
6404,1376.0,1925.0,783574,MIDDLE VILLAGE,5.836
6405,1376.0,1925.0,593000,MIDDLE VILLAGE,5.836
6406,1188.0,1925.0,350000,MIDDLE VILLAGE,5.836
6407,1152.0,1945.0,738000,MIDDLE VILLAGE,5.836
6408,960.0,1945.0,700000,MIDDLE VILLAGE,5.836
6409,1152.0,1945.0,778000,MIDDLE VILLAGE,5.836
6410,1352.0,1940.0,740000,MIDDLE VILLAGE,5.836
6411,1152.0,1940.0,843000,MIDDLE VILLAGE,5.836
6412,1768.0,1940.0,380000,MIDDLE VILLAGE,5.836
6413,960.0,1940.0,680000,MIDDLE VILLAGE,5.836
6414,1152.0,1940.0,725000,MIDDLE VILLAGE,5.836
6415,960.0,1940.0,585000,MIDDLE VILLAGE,5.836
6416,1152.0,1940.0,743000,MIDDLE VILLAGE,5.836
6417,1152.0,1940.0,704000,MIDDLE VILLAGE,5.836
6418,1420.0,1940.0,888888,MIDDLE VILLAGE,5.836
6419,1332.0,1940.0,720000,MIDDLE VILLAGE,5.836
6420,1072.0,1940.0,748000,MIDDLE VILLAGE,5.836
6421,1152.0,1950.0,790000,MIDDLE VILLAGE,5.836
6422,1460.0,1950.0,789000,MIDDLE VILLAGE,5.836
6423,1324.0,1950.0,750000,MIDDLE VILLAGE,5.836
6424,1324.0,1950.0,165000,MIDDLE VILLAGE,5.836
6425,1324.0,1950.0,715000,MIDDLE VILLAGE,5.836
6426,1080.0,1940.0,770000,MIDDLE VILLAGE,5.836
6427,1080.0,1940.0,795000,MIDDLE VILLAGE,5.836
6428,938.0,1940.0,715000,MIDDLE VILLAGE,5.836
6429,1080.0,1940.0,605000,MIDDLE VILLAGE,5.836
6430,1080.0,1940.0,765000,MIDDLE VILLAGE,5.836
6431,1264.0,1940.0,725000,MIDDLE VILLAGE,5.836
6432,1996.0,1980.0,965000,MIDDLE VILLAGE,5.836
6433,830.0,1925.0,880000,MIDDLE VILLAGE,5.836
6434,864.0,1940.0,685000,MIDDLE VILLAGE,5.836
6435,1544.0,1940.0,600000,MIDDLE VILLAGE,5.836
6436,1152.0,1940.0,780000,MIDDLE VILLAGE,5.836
6437,960.0,1940.0,575000,MIDDLE VILLAGE,5.836
6438,960.0,1940.0,770000,MIDDLE VILLAGE,5.836
6439,1782.0,1940.0,925000,MIDDLE VILLAGE,5.836
6440,1560.0,1940.0,1280000,MIDDLE VILLAGE,5.836
6441,1224.0,1940.0,640000,MIDDLE VILLAGE,5.836
6442,1224.0,1940.0,720000,MIDDLE VILLAGE,5.836
6443,1224.0,1940.0,715000,MIDDLE VILLAGE,5.836
6444,1224.0,1940.0,738000,MIDDLE VILLAGE,5.836
6445,960.0,1940.0,715000,MIDDLE VILLAGE,5.836
6446,1224.0,1940.0,750000,MIDDLE VILLAGE,5.836
6447,1008.0,1940.0,730000,MIDDLE VILLAGE,5.836
6448,1364.0,1940.0,967000,MIDDLE VILLAGE,5.836
6449,1672.0,1930.0,920000,MIDDLE VILLAGE,5.836
6450,1368.0,1935.0,500000,MIDDLE VILLAGE,5.836
6451,1240.0,1930.0,870000,MIDDLE VILLAGE,5.836
6452,1776.0,1955.0,815000,MIDDLE VILLAGE,5.836
6453,1776.0,1955.0,920000,MIDDLE VILLAGE,5.836
6454,790.0,1950.0,549855,MIDDLE VILLAGE,5.836
6455,1776.0,1950.0,439500,MIDDLE VILLAGE,5.836
6456,805.0,1945.0,615000,MIDDLE VILLAGE,5.836
6457,1188.0,1940.0,718000,MIDDLE VILLAGE,5.836
6458,1619.0,1940.0,860000,MIDDLE VILLAGE,5.836
6459,1188.0,1950.0,742500,MIDDLE VILLAGE,5.836
6460,1188.0,1950.0,846000,MIDDLE VILLAGE,5.836
6461,1188.0,1950.0,182000,MIDDLE VILLAGE,5.836
6462,1188.0,1950.0,710000,MIDDLE VILLAGE,5.836
6463,1188.0,1950.0,760000,MIDDLE VILLAGE,5.836
6464,1632.0,1930.0,765000,MIDDLE VILLAGE,5.836
6465,1384.0,1935.0,845000,MIDDLE VILLAGE,5.836
6466,1713.0,1935.0,715000,MIDDLE VILLAGE,5.836
6467,1320.0,1925.0,269302,MIDDLE VILLAGE,5.836
6468,1386.0,1940.0,610000,MIDDLE VILLAGE,5.836
6469,1490.0,1935.0,1225000,MIDDLE VILLAGE,5.836
6470,945.0,1940.0,360000,MIDDLE VILLAGE,5.836
6471,1346.0,1940.0,897000,MIDDLE VILLAGE,5.836
6472,1266.0,1935.0,778200,MIDDLE VILLAGE,5.836
6473,1266.0,1935.0,875000,MIDDLE VILLAGE,5.836
6474,1224.0,1930.0,698000,MIDDLE VILLAGE,5.836
6475,1292.0,1910.0,679000,MIDDLE VILLAGE,5.836
6476,796.0,1950.0,650000,MIDDLE VILLAGE,5.836
6477,830.0,1920.0,680000,MIDDLE VILLAGE,5.836
6478,1480.0,1950.0,810000,MIDDLE VILLAGE,5.836
6479,796.0,1930.0,620000,MIDDLE VILLAGE,5.836
6480,796.0,1940.0,425000,MIDDLE VILLAGE,5.836
6481,796.0,1940.0,625000,MIDDLE VILLAGE,5.836
6482,1125.0,1945.0,1035000,MIDDLE VILLAGE,5.836
6483,1662.0,1925.0,700000,MIDDLE VILLAGE,5.836
6484,2060.0,1920.0,998000,MIDDLE VILLAGE,5.836
6485,1470.0,1945.0,670000,MIDDLE VILLAGE,5.836
6486,1156.0,1940.0,740000,MIDDLE VILLAGE,5.836
6487,1156.0,1940.0,759000,MIDDLE VILLAGE,5.836
6488,1224.0,1940.0,705000,MIDDLE VILLAGE,5.836
6489,1348.0,1925.0,157700,MIDDLE VILLAGE,5.836
6490,624.0,1925.0,448050,MIDDLE VILLAGE,5.836
6491,1200.0,1925.0,850000,MIDDLE VILLAGE,5.836
6492,1350.0,1925.0,725000,MIDDLE VILLAGE,5.836
6493,1259.0,1920.0,650000,MIDDLE VILLAGE,5.836
6494,1312.0,1930.0,708000,MIDDLE VILLAGE,5.836
6495,1136.0,1925.0,730000,MIDDLE VILLAGE,5.836
6496,1264.0,1925.0,400000,MIDDLE VILLAGE,5.836
6497,1736.0,1925.0,870000,MIDDLE VILLAGE,5.836
6498,1736.0,1925.0,850000,MIDDLE VILLAGE,5.836
6499,952.0,1920.0,350000,MIDDLE VILLAGE,5.836
6500,1335.0,1940.0,620000,MIDDLE VILLAGE,5.836
6501,1335.0,1955.0,528000,MIDDLE VILLAGE,5.836
6502,1152.0,1930.0,670000,MIDDLE VILLAGE,5.836
6503,1296.0,1930.0,740000,MIDDLE VILLAGE,5.836
6504,1348.0,1930.0,405000,MIDDLE VILLAGE,5.836
6505,1348.0,1930.0,659000,MIDDLE VILLAGE,5.836
6506,966.0,1940.0,700000,MIDDLE VILLAGE,5.836
6507,952.0,1940.0,647000,MIDDLE VILLAGE,5.836
6508,2768.0,1935.0,965000,NEPONSIT,8.27
6509,3309.0,1960.0,1235000,NEPONSIT,8.27
6510,1463.0,1930.0,650292,NEPONSIT,8.27
6511,2289.0,1955.0,1340000,NEPONSIT,8.27
6512,2012.0,1965.0,850000,NEPONSIT,8.27
6513,1698.0,1930.0,1050000,NEPONSIT,8.27
6514,3512.0,1940.0,999000,NEPONSIT,8.27
6515,1377.0,1930.0,205000,NEPONSIT,8.27
6516,2212.0,1920.0,1180000,NEPONSIT,8.27
6517,2008.0,1920.0,1350000,NEPONSIT,8.27
6518,2096.0,1930.0,1100000,NEPONSIT,8.27
6519,997.0,1930.0,934350,NEPONSIT,8.27
6520,1548.0,1950.0,1125000,NEPONSIT,8.27
6521,2340.0,1987.0,1250000,NEPONSIT,8.27
6522,1350.0,1930.0,720000,NEPONSIT,8.27
6523,2763.0,1920.0,2480000,NEPONSIT,8.27
6524,2660.0,1975.0,972000,NEPONSIT,8.27
6586,1196.0,1920.0,460000,OZONE PARK,3.9360000000000004
6587,1224.0,1920.0,550000,OZONE PARK,3.9360000000000004
6588,1264.0,1925.0,200000,OZONE PARK,3.9360000000000004
6589,1160.0,1920.0,335000,OZONE PARK,3.9360000000000004
6590,1196.0,1935.0,561000,OZONE PARK,3.9360000000000004
6591,1238.0,1920.0,550000,OZONE PARK,3.9360000000000004
6592,1296.0,1915.0,540000,OZONE PARK,3.9360000000000004
6593,1272.0,1915.0,430000,OZONE PARK,3.9360000000000004
6594,1312.0,1925.0,584306,OZONE PARK,3.9360000000000004
6595,1312.0,1925.0,372645,OZONE PARK,3.9360000000000004
6596,1152.0,1910.0,225000,OZONE PARK,3.9360000000000004
6597,1420.0,1925.0,487000,OZONE PARK,3.9360000000000004
6598,1152.0,1940.0,335651,OZONE PARK,3.9360000000000004
6599,2080.0,1931.0,450000,OZONE PARK,3.9360000000000004
6600,1224.0,1915.0,499900,OZONE PARK,3.9360000000000004
6601,1216.0,1920.0,560000,OZONE PARK,3.9360000000000004
6602,1616.0,1925.0,440000,OZONE PARK,3.9360000000000004
6603,1616.0,1925.0,680000,OZONE PARK,3.9360000000000004
6604,1276.0,1920.0,525000,OZONE PARK,3.9360000000000004
6605,1768.0,1920.0,674500,OZONE PARK,3.9360000000000004
6606,1400.0,1955.0,510000,OZONE PARK,3.9360000000000004
6607,1400.0,1955.0,500000,OZONE PARK,3.9360000000000004
6608,1400.0,1955.0,480000,OZONE PARK,3.9360000000000004
6609,1332.0,1925.0,580000,OZONE PARK,3.9360000000000004
6610,914.0,1920.0,342000,OZONE PARK,3.9360000000000004
6611,950.0,1950.0,655000,OZONE PARK,3.9360000000000004
6612,1348.0,1910.0,420000,OZONE PARK,3.9360000000000004
6613,1114.0,1920.0,215000,OZONE PARK,3.9360000000000004
6614,1511.0,1930.0,485000,OZONE PARK,3.9360000000000004
6615,1600.0,1930.0,635000,OZONE PARK,3.9360000000000004
6616,1304.0,1920.0,700000,OZONE PARK,3.9360000000000004
6617,1346.0,1920.0,633000,OZONE PARK,3.9360000000000004
6618,1068.0,1930.0,660000,OZONE PARK,3.9360000000000004
6619,1881.0,1960.0,622500,OZONE PARK,3.9360000000000004
6620,600.0,1920.0,319410,OZONE PARK,3.9360000000000004
6621,1504.0,1935.0,645000,OZONE PARK,3.9360000000000004
6622,1608.0,1930.0,575000,OZONE PARK,3.9360000000000004
6623,1368.0,1940.0,550000,OZONE PARK,3.9360000000000004
6624,1646.0,1930.0,540000,OZONE PARK,3.9360000000000004
6625,732.0,1930.0,460000,OZONE PARK,3.9360000000000004
6626,732.0,1930.0,440000,OZONE PARK,3.9360000000000004
6627,896.0,1925.0,492000,OZONE PARK,3.9360000000000004
6628,1184.0,1925.0,610000,OZONE PARK,3.9360000000000004
6629,1307.0,1920.0,563000,OZONE PARK,3.9360000000000004
6630,1232.0,1920.0,630009,OZONE PARK,3.9360000000000004
6631,1232.0,1920.0,567000,OZONE PARK,3.9360000000000004
6632,1088.0,1920.0,475000,OZONE PARK,3.9360000000000004
6633,1184.0,1925.0,520000,OZONE PARK,3.9360000000000004
6634,1088.0,1925.0,360000,OZONE PARK,3.9360000000000004
6635,1280.0,1935.0,690000,OZONE PARK,3.9360000000000004
6636,960.0,1935.0,475000,OZONE PARK,3.9360000000000004
6637,1040.0,1935.0,500000,OZONE PARK,3.9360000000000004
6638,1136.0,1925.0,550000,OZONE PARK,3.9360000000000004
6639,2000.0,1931.0,300000,OZONE PARK,3.9360000000000004
6640,1232.0,1930.0,560000,OZONE PARK,3.9360000000000004
6641,1576.0,1930.0,568000,OZONE PARK,3.9360000000000004
6642,1560.0,1920.0,865000,OZONE PARK,3.9360000000000004
6643,1560.0,1920.0,455000,OZONE PARK,3.9360000000000004
6644,1288.0,1920.0,620000,OZONE PARK,3.9360000000000004
6645,1808.0,1940.0,870000,OZONE PARK,3.9360000000000004
6646,1142.0,1920.0,554500,OZONE PARK,3.9360000000000004
6647,1560.0,1931.0,499000,OZONE PARK,3.9360000000000004
6648,1570.0,1931.0,499000,OZONE PARK,3.9360000000000004
6649,1280.0,1930.0,600000,OZONE PARK,3.9360000000000004
6650,1280.0,1930.0,590000,OZONE PARK,3.9360000000000004
6651,1760.0,1950.0,810000,OZONE PARK,3.9360000000000004
6652,1720.0,1910.0,270000,OZONE PARK,3.9360000000000004
6653,1280.0,1940.0,535000,OZONE PARK,3.9360000000000004
6654,1280.0,1940.0,540000,OZONE PARK,3.9360000000000004
6655,1216.0,1940.0,630000,OZONE PARK,3.9360000000000004
6656,1216.0,1940.0,500000,OZONE PARK,3.9360000000000004
6657,1216.0,1935.0,641000,OZONE PARK,3.9360000000000004
6658,1280.0,1935.0,567000,OZONE PARK,3.9360000000000004
6659,1216.0,1940.0,630000,OZONE PARK,3.9360000000000004
6660,1216.0,1940.0,525000,OZONE PARK,3.9360000000000004
6661,1216.0,1940.0,535000,OZONE PARK,3.9360000000000004
6662,1376.0,1930.0,515000,OZONE PARK,3.9360000000000004
6663,1200.0,1920.0,525000,OZONE PARK,3.9360000000000004
6664,1440.0,1920.0,485000,OZONE PARK,3.9360000000000004
6665,1152.0,1920.0,471700,OZONE PARK,3.9360000000000004
6666,1216.0,1920.0,530000,OZONE PARK,3.9360000000000004
6667,436.0,1910.0,380000,OZONE PARK,3.9360000000000004
6668,1280.0,1935.0,679000,OZONE PARK,3.9360000000000004
6669,1304.0,1940.0,585000,OZONE PARK,3.9360000000000004
6670,1024.0,1940.0,550000,OZONE PARK,3.9360000000000004
6671,1216.0,1940.0,500000,OZONE PARK,3.9360000000000004
6672,1216.0,1925.0,525000,OZONE PARK,3.9360000000000004
6673,861.0,1935.0,430000,OZONE PARK,3.9360000000000004
6674,861.0,1935.0,375000,OZONE PARK,3.9360000000000004
6675,861.0,1950.0,495000,OZONE PARK,3.9360000000000004
6676,1024.0,1930.0,482000,OZONE PARK,3.9360000000000004
6677,1024.0,1930.0,507000,OZONE PARK,3.9360000000000004
6678,1248.0,1930.0,580000,OZONE PARK,3.9360000000000004
6679,1456.0,1945.0,500000,OZONE PARK,3.9360000000000004
6680,1212.0,1945.0,542000,OZONE PARK,3.9360000000000004
6681,1160.0,1920.0,350000,OZONE PARK,3.9360000000000004
6682,1160.0,1920.0,350000,OZONE PARK,3.9360000000000004
6683,1160.0,1920.0,350000,OZONE PARK,3.9360000000000004
6684,1200.0,1925.0,535000,OZONE PARK,3.9360000000000004
6685,1178.0,1925.0,420000,OZONE PARK,3.9360000000000004
6686,1178.0,1925.0,325000,OZONE PARK,3.9360000000000004
6687,1658.0,1925.0,723000,OZONE PARK,3.9360000000000004
6688,1380.0,1925.0,595000,OZONE PARK,3.9360000000000004
6689,1526.0,1925.0,570000,OZONE PARK,3.9360000000000004
6690,1419.0,1925.0,640000,OZONE PARK,3.9360000000000004
6691,1264.0,1925.0,615000,OZONE PARK,3.9360000000000004
6692,1282.0,1925.0,610000,OZONE PARK,3.9360000000000004
6693,1264.0,1925.0,575000,OZONE PARK,3.9360000000000004
6694,1264.0,1925.0,667000,OZONE PARK,3.9360000000000004
6695,1120.0,1920.0,405000,OZONE PARK,3.9360000000000004
6696,1042.0,1920.0,592000,OZONE PARK,3.9360000000000004
6697,1360.0,1935.0,599000,OZONE PARK,3.9360000000000004
6698,1320.0,1925.0,550000,OZONE PARK,3.9360000000000004
6699,1272.0,1925.0,560000,OZONE PARK,3.9360000000000004
6700,1272.0,1925.0,450000,OZONE PARK,3.9360000000000004
6701,1446.0,1930.0,475000,OZONE PARK,3.9360000000000004
6702,1446.0,1930.0,500000,OZONE PARK,3.9360000000000004
6703,1164.0,1925.0,555500,OZONE PARK,3.9360000000000004
6704,1360.0,1950.0,360000,OZONE PARK,3.9360000000000004
6705,1297.0,1920.0,565000,OZONE PARK,3.9360000000000004
6706,1400.0,1945.0,570000,OZONE PARK,3.9360000000000004
6707,1400.0,1945.0,500000,OZONE PARK,3.9360000000000004
6708,1400.0,1945.0,540000,OZONE PARK,3.9360000000000004
6709,1446.0,1950.0,770000,OZONE PARK,3.9360000000000004
6710,1320.0,1920.0,560000,OZONE PARK,3.9360000000000004
6711,900.0,1925.0,350000,OZONE PARK,3.9360000000000004
6712,1264.0,1925.0,100000,OZONE PARK,3.9360000000000004
6713,1136.0,1930.0,544000,OZONE PARK,3.9360000000000004
