nbhd,year,average_sale_price,transaction_volume,property_count
PELHAM ISLANDS,2004,666375.0,4,4
PELHAM ISLANDS,2005,1036666.6666666666,3,3
PELHAM ISLANDS,2006,20000.0,1,1
PELHAM ISLANDS,2007,962500.0,4,4
PELHAM ISLANDS,2009,1617500.0,2,2
PELHAM ISLANDS,2012,635000.0,1,1
PELHAM ISLANDS,2013,1028750.0,2,2
PELHAM ISLANDS,2015,913888.5,2,2
PELHAM ISLANDS,2016,1611200.0,5,5
PELHAM PARKWAY NORTH,2003,345827.7889908257,109,106
PELHAM PARKWAY NORTH,2004,401016.2237762238,143,136
PELHAM PARKWAY NORTH,2005,493035.39130434784,138,131
PELHAM PARKWAY NORTH,2006,490587.42452830187,106,99
PELHAM PARKWAY NORTH,2007,567252.4096385542,83,82
PELHAM PARKWAY NORTH,2008,487776.53225806454,62,60
PELHAM PARKWAY NORTH,2009,477775.1639344262,61,58
PELHAM PARKWAY NORTH,2010,454393.2807017544,57,55
PELHAM PARKWAY NORTH,2011,426662.3378378378,74,73
PELHAM PARKWAY NORTH,2012,416625.85135135136,74,72
PELHAM PARKWAY NORTH,2013,416848.5,84,79
PELHAM PARKWAY NORTH,2014,589964.5977011494,87,84
PELHAM PARKWAY NORTH,2015,493009.5466666667,75,73
PELHAM PARKWAY NORTH,2016,592616.9893617021,94,88
PELHAM PARKWAY NORTH,2017,498188.97222222225,108,103
PELHAM PARKWAY NORTH,2018,612426.7951807228,83,79
PELHAM PARKWAY SOUTH,2003,326941.52713178296,129,67
PELHAM PARKWAY SOUTH,2004,278214.44217687077,147,81
PELHAM PARKWAY SOUTH,2005,711915.8282208589,163,80
PELHAM PARKWAY SOUTH,2006,539675.1338582677,127,73
PELHAM PARKWAY SOUTH,2007,676470.1888111888,143,70
PELHAM PARKWAY SOUTH,2008,560339.1707317074,82,45
PELHAM PARKWAY SOUTH,2009,765228.578125,64,44
PELHAM PARKWAY SOUTH,2010,929348.25,40,36
PELHAM PARKWAY SOUTH,2011,1235485.9333333333,60,52
PELHAM PARKWAY SOUTH,2012,1944318.6226415094,53,44
PELHAM PARKWAY SOUTH,2013,813735.7142857143,49,45
PELHAM PARKWAY SOUTH,2014,2490383.0531914895,94,74
PELHAM PARKWAY SOUTH,2015,3462106.2558139535,86,58
PELHAM PARKWAY SOUTH,2016,367813.0,102,57
PELHAM PARKWAY SOUTH,2017,354987.89285714284,84,55
PELHAM PARKWAY SOUTH,2018,1073453.705882353,102,65
PLEASANT PLAINS,2003,419933.69105691055,123,121
PLEASANT PLAINS,2004,853626.4722222222,72,71
PLEASANT PLAINS,2005,602547.9315068494,73,71
PLEASANT PLAINS,2006,1097521.6153846155,52,51
PLEASANT PLAINS,2007,1161018.59375,32,31
PLEASANT PLAINS,2008,658493.2340425532,47,45
PLEASANT PLAINS,2009,506165.3043478261,23,23
PLEASANT PLAINS,2010,688772.972972973,37,36
PLEASANT PLAINS,2011,629752.5483870967,31,31
PLEASANT PLAINS,2012,785936.6578947369,38,38
PLEASANT PLAINS,2013,603246.358490566,53,52
PLEASANT PLAINS,2014,838887.5238095238,42,42
PLEASANT PLAINS,2015,616294.0,33,33
PLEASANT PLAINS,2016,661913.5263157894,57,54
PLEASANT PLAINS,2017,711277.2641509434,53,52
PLEASANT PLAINS,2018,863355.725,40,39
PORT IVORY,2003,266975.9111111111,90,82
PORT IVORY,2004,253921.91666666666,72,70
PORT IVORY,2005,329381.35,80,73
PORT IVORY,2006,317571.35294117645,68,63
PORT IVORY,2007,426063.64705882355,51,47
PORT IVORY,2008,290510.5517241379,29,27
PORT IVORY,2009,243183.12121212122,33,31
PORT IVORY,2010,232310.7619047619,21,20
PORT IVORY,2011,212542.82352941178,17,17
PORT IVORY,2012,271871.4285714286,14,12
PORT IVORY,2013,1252817.7333333334,15,14
PORT IVORY,2014,1372174.3243243243,37,34
PORT IVORY,2015,289487.4,25,23
PORT IVORY,2016,323216.97959183675,49,45
PORT IVORY,2017,361870.06976744183,43,39
PORT IVORY,2018,569181.575,40,37
PORT RICHMOND,2003,251952.44027303753,293,269
PORT RICHMOND,2004,289327.6405228758,306,291
PORT RICHMOND,2005,366669.51851851854,270,257
PORT RICHMOND,2006,470095.1954022989,261,245
PORT RICHMOND,2007,430744.65168539324,178,170
PORT RICHMOND,2008,446839.76691729325,133,123
PORT RICHMOND,2009,260429.2605042017,119,112
PORT RICHMOND,2010,270254.70642201835,109,103
PORT RICHMOND,2011,324698.4210526316,76,74
PORT RICHMOND,2012,285316.7012987013,77,76
PORT RICHMOND,2013,350491.72173913044,115,111
PORT RICHMOND,2014,445094.7757009346,107,101
PORT RICHMOND,2015,328654.31746031746,126,122
PORT RICHMOND,2016,360340.0117647059,170,165
PORT RICHMOND,2017,425176.8613861386,202,193
PORT RICHMOND,2018,407176.98058252427,206,190
PRINCE'S BAY,2003,444797.83561643836,146,145
PRINCE'S BAY,2004,641544.6979865772,149,141
PRINCE'S BAY,2005,656083.3931623931,117,115
PRINCE'S BAY,2006,689509.519379845,129,129
PRINCE'S BAY,2007,656705.7083333334,96,95
PRINCE'S BAY,2008,598377.695652174,92,90
PRINCE'S BAY,2009,599333.7432432432,74,73
PRINCE'S BAY,2010,678012.7777777778,72,70
PRINCE'S BAY,2011,583419.7714285714,70,69
PRINCE'S BAY,2012,649698.1265822785,79,79
PRINCE'S BAY,2013,576544.9425287356,87,87
PRINCE'S BAY,2014,626358.0,112,111
PRINCE'S BAY,2015,540800.9523809524,105,101
PRINCE'S BAY,2016,653706.0660377359,106,102
PRINCE'S BAY,2017,687599.6033057851,121,121
PRINCE'S BAY,2018,739467.7281553398,103,102
PROSPECT HEIGHTS,2003,441416.6172839506,324,219
PROSPECT HEIGHTS,2004,672877.578125,320,197
PROSPECT HEIGHTS,2005,696776.1834532374,278,173
PROSPECT HEIGHTS,2006,1044387.7872340425,282,190
PROSPECT HEIGHTS,2007,708977.098901099,273,196
PROSPECT HEIGHTS,2008,736800.6149425288,174,127
PROSPECT HEIGHTS,2009,779377.1462264151,212,177
PROSPECT HEIGHTS,2010,899246.7803468208,173,165
PROSPECT HEIGHTS,2011,783842.0051813471,193,134
PROSPECT HEIGHTS,2012,864210.1787234043,235,151
PROSPECT HEIGHTS,2013,914198.181494662,281,181
PROSPECT HEIGHTS,2014,1428884.0608695652,230,168
PROSPECT HEIGHTS,2015,1482388.475409836,183,129
PROSPECT HEIGHTS,2016,1499103.103286385,213,152
PROSPECT HEIGHTS,2017,1153951.1713554987,391,328
PROSPECT HEIGHTS,2018,2374858.727626459,257,198
PROSPECT-LEFFERTS GARDENS,2003,349629.9105691057,123,103
PROSPECT-LEFFERTS GARDENS,2004,575578.0,155,131
PROSPECT-LEFFERTS GARDENS,2005,771241.0691823899,159,127
PROSPECT-LEFFERTS GARDENS,2006,952133.3284671532,137,107
PROSPECT-LEFFERTS GARDENS,2007,815783.0325203252,123,102
PROSPECT-LEFFERTS GARDENS,2008,1038565.3263157895,95,67
PROSPECT-LEFFERTS GARDENS,2009,544320.4647887324,71,51
PROSPECT-LEFFERTS GARDENS,2010,1083894.3880597015,67,59
PROSPECT-LEFFERTS GARDENS,2011,740662.6601941747,103,82
PROSPECT-LEFFERTS GARDENS,2012,711639.0380952382,105,94
PROSPECT-LEFFERTS GARDENS,2013,952134.16,125,99
PROSPECT-LEFFERTS GARDENS,2014,1188234.8157894737,152,108
PROSPECT-LEFFERTS GARDENS,2015,1461084.9914529915,117,94
PROSPECT-LEFFERTS GARDENS,2016,1677189.186440678,118,97
PROSPECT-LEFFERTS GARDENS,2017,1444580.3636363635,110,87
PROSPECT-LEFFERTS GARDENS,2018,1223682.801724138,116,98
QUEENS VILLAGE,2003,299029.87205882353,680,612
QUEENS VILLAGE,2004,352972.762755102,784,709
QUEENS VILLAGE,2005,406655.0076824584,781,689
QUEENS VILLAGE,2006,473316.6445086705,692,619
QUEENS VILLAGE,2007,456064.52361396304,487,429
QUEENS VILLAGE,2008,438977.67195767193,378,329
QUEENS VILLAGE,2009,352604.7739361702,376,317
QUEENS VILLAGE,2010,363659.81470588234,340,301
QUEENS VILLAGE,2011,326014.01612903224,310,254
QUEENS VILLAGE,2012,351898.5731707317,328,272
QUEENS VILLAGE,2013,347545.8216374269,342,282
QUEENS VILLAGE,2014,379776.42077922076,385,313
QUEENS VILLAGE,2015,418707.6019417476,412,356
QUEENS VILLAGE,2016,439580.29398663697,449,381
QUEENS VILLAGE,2017,442247.55829596415,446,374
QUEENS VILLAGE,2018,519856.7660550459,436,389
RANDALL MANOR,2003,386052.0862068966,58,47
RANDALL MANOR,2004,297520.37209302327,43,37
RANDALL MANOR,2005,333533.8888888889,36,34
RANDALL MANOR,2006,433178.5714285714,35,34
RANDALL MANOR,2007,419376.9736842105,38,37
RANDALL MANOR,2008,341588.82608695654,23,17
RANDALL MANOR,2009,351723.15,20,20
RANDALL MANOR,2010,545845.0,20,19
RANDALL MANOR,2011,363981.4285714286,14,13
RANDALL MANOR,2012,305517.347826087,23,21
RANDALL MANOR,2013,355964.42307692306,26,24
RANDALL MANOR,2014,335318.6923076923,26,22
RANDALL MANOR,2015,313736.6451612903,31,24
RANDALL MANOR,2016,358178.5172413793,29,22
RANDALL MANOR,2017,487926.21875,32,28
RANDALL MANOR,2018,455644.5714285714,21,18
RED HOOK,2003,859503.9042553192,94,86
RED HOOK,2004,868086.3095238095,84,80
RED HOOK,2005,2151698.8448275863,58,56
RED HOOK,2006,1119603.26,50,48
RED HOOK,2007,1021603.4074074074,54,54
RED HOOK,2008,1717357.68,25,25
RED HOOK,2009,869933.4117647059,17,17
RED HOOK,2010,830451.075,40,28
RED HOOK,2011,1169885.7142857143,21,21
RED HOOK,2012,1213213.2857142857,56,53
RED HOOK,2013,1796451.2653061224,49,48
RED HOOK,2014,2549586.672413793,58,57
RED HOOK,2015,1277739.1304347827,23,22
RED HOOK,2016,1446865.8823529412,34,33
RED HOOK,2017,3461542.3870967743,62,60
RED HOOK,2018,12588534.888888888,36,35
REGO PARK,2003,219172.15558510637,752,322
REGO PARK,2004,266339.5457967378,797,307
REGO PARK,2005,336787.81148429035,923,341
REGO PARK,2006,394484.2077419355,775,298
REGO PARK,2007,377324.985141159,673,272
REGO PARK,2008,516403.0466786355,557,216
REGO PARK,2009,313334.4499017682,509,192
REGO PARK,2010,344468.2,285,172
REGO PARK,2011,327907.4939467312,413,205
REGO PARK,2012,379385.15424164524,389,192
REGO PARK,2013,596045.9371900826,605,295
REGO PARK,2014,349216.9793814433,582,292
REGO PARK,2015,444357.7532956686,531,244
REGO PARK,2016,758870.7929104478,536,241
REGO PARK,2017,766096.9758812616,539,241
REGO PARK,2018,1496689.2840909092,528,284
RICHMOND HILL,2003,358100.66485900217,922,865
RICHMOND HILL,2004,414843.70625,1120,1051
RICHMOND HILL,2005,500014.93773584906,1060,976
RICHMOND HILL,2006,576576.8421588595,982,916
RICHMOND HILL,2007,588614.0337837838,592,560
RICHMOND HILL,2008,488121.4081196581,468,432
RICHMOND HILL,2009,372693.88181818184,440,396
RICHMOND HILL,2010,390915.3972286374,433,387
RICHMOND HILL,2011,373175.8247126437,348,329
RICHMOND HILL,2012,424700.8376068376,351,333
RICHMOND HILL,2013,433208.7662650602,415,389
RICHMOND HILL,2014,521388.066518847,451,427
RICHMOND HILL,2015,562413.1611479028,453,435
RICHMOND HILL,2016,559684.243902439,492,474
RICHMOND HILL,2017,626283.6877637131,474,453
RICHMOND HILL,2018,679506.3822937625,497,468
RICHMONDTOWN,2003,505146.6935483871,62,62
RICHMONDTOWN,2004,518402.56140350876,57,56
RICHMONDTOWN,2005,635994.0727272728,55,52
RICHMONDTOWN,2006,680012.695652174,69,68
RICHMONDTOWN,2007,594309.5,46,45
RICHMONDTOWN,2008,620197.2727272727,44,44
RICHMONDTOWN,2009,504773.4358974359,39,39
RICHMONDTOWN,2010,564241.0243902439,41,40
RICHMONDTOWN,2011,561396.7575757576,33,33
RICHMONDTOWN,2012,564691.3421052631,38,38
RICHMONDTOWN,2013,597325.972972973,37,37
RICHMONDTOWN,2014,591226.7708333334,48,48
RICHMONDTOWN,2015,558138.1730769231,52,52
RICHMONDTOWN,2016,676009.3653846154,52,52
RICHMONDTOWN,2017,746229.619047619,63,60
RICHMONDTOWN,2018,772054.8363636363,55,55
RIDGEWOOD,2003,404837.43209876545,486,468
RIDGEWOOD,2004,485120.2147368421,475,453
RIDGEWOOD,2005,557280.2826086957,460,442
RIDGEWOOD,2006,670719.4444444445,378,366
RIDGEWOOD,2007,636229.615625,320,311
RIDGEWOOD,2008,693453.3489361702,235,230
RIDGEWOOD,2009,534736.7167630058,173,168
RIDGEWOOD,2010,599971.5463414635,205,198
RIDGEWOOD,2011,589681.1511111112,225,222
RIDGEWOOD,2012,675317.05907173,237,227
RIDGEWOOD,2013,691466.6315789474,304,294
RIDGEWOOD,2014,877529.5477707007,314,300
RIDGEWOOD,2015,998426.6237942122,311,302
RIDGEWOOD,2016,1215752.326848249,257,247
RIDGEWOOD,2017,916713.6887966805,241,233
RIDGEWOOD,2018,1152361.6527196653,239,237
RIVERDALE,2003,254737.22392638036,652,222
RIVERDALE,2004,305276.51816958276,743,201
RIVERDALE,2005,364319.2569974555,786,217
RIVERDALE,2006,363930.7038391225,547,173
RIVERDALE,2007,466984.18209408195,659,261
RIVERDALE,2008,530970.8896103896,462,194
RIVERDALE,2009,379507.09714285715,350,140
RIVERDALE,2010,532453.0612244898,245,171
RIVERDALE,2011,426830.2260061919,323,139
RIVERDALE,2012,398902.60154241644,389,162
RIVERDALE,2013,409056.8134171908,477,199
RIVERDALE,2014,371028.7771084337,498,181
RIVERDALE,2015,636050.3499111901,563,201
RIVERDALE,2016,460606.8701754386,570,204
RIVERDALE,2017,625855.7278688524,610,193
RIVERDALE,2018,508319.1290877797,581,198
ROCKAWAY BEACH,2003,262666.43434343435,99,87
ROCKAWAY BEACH,2004,361865.51020408166,98,90
ROCKAWAY BEACH,2005,418588.91489361704,94,86
ROCKAWAY BEACH,2006,355691.970260223,269,256
ROCKAWAY BEACH,2007,356599.5948275862,116,112
ROCKAWAY BEACH,2008,349386.84,75,74
ROCKAWAY BEACH,2009,255281.5806451613,31,29
ROCKAWAY BEACH,2010,286793.2826086957,46,44
ROCKAWAY BEACH,2011,308245.23529411765,102,100
ROCKAWAY BEACH,2012,326461.27906976745,43,41
ROCKAWAY BEACH,2013,268802.45714285714,35,35
ROCKAWAY BEACH,2014,313318.15625,32,30
ROCKAWAY BEACH,2015,456852.71153846156,52,50
ROCKAWAY BEACH,2016,420333.7894736842,57,55
ROCKAWAY BEACH,2017,521804.0273972603,73,70
ROCKAWAY BEACH,2018,541603.088888889,45,44
ROCKAWAY PARK,2003,294061.90510948905,137,114
ROCKAWAY PARK,2004,678153.0185185185,108,80
ROCKAWAY PARK,2005,455243.7368421053,114,80
ROCKAWAY PARK,2006,546953.487654321,162,141
ROCKAWAY PARK,2007,508483.5338983051,118,94
ROCKAWAY PARK,2008,401108.08219178085,73,60
ROCKAWAY PARK,2009,639680.75,80,72
ROCKAWAY PARK,2010,416662.011627907,86,81
ROCKAWAY PARK,2011,467830.6233766234,77,68
ROCKAWAY PARK,2012,375984.0967741936,62,59
ROCKAWAY PARK,2013,359498.85074626864,67,56
ROCKAWAY PARK,2014,409858.0128205128,78,71
ROCKAWAY PARK,2015,481327.9222222222,90,74
ROCKAWAY PARK,2016,493376.0,95,80
ROCKAWAY PARK,2017,418439.75,76,63
ROCKAWAY PARK,2018,645736.3888888889,90,73
ROOSEVELT ISLAND,2017,923953.1836734693,49,11
ROOSEVELT ISLAND,2018,1131546.105263158,19,8
ROSEBANK,2003,286987.1625,240,225
ROSEBANK,2004,327039.78832116787,274,241
ROSEBANK,2005,392477.20408163266,245,214
ROSEBANK,2006,411320.9301075269,186,173
ROSEBANK,2007,434997.656626506,166,156
ROSEBANK,2008,348852.6504854369,103,95
ROSEBANK,2009,398107.60638297873,94,91
ROSEBANK,2010,485373.65591397847,93,86
ROSEBANK,2011,304933.70588235295,68,62
ROSEBANK,2012,323388.5333333333,105,98
ROSEBANK,2013,529694.0336134454,119,112
ROSEBANK,2014,500321.8189655172,116,109
ROSEBANK,2015,648457.7297297297,148,140
ROSEBANK,2016,428717.7657142857,175,155
ROSEBANK,2017,476901.86708860757,158,140
ROSEBANK,2018,781086.7371428572,175,157
ROSEDALE,2003,311273.75551102206,499,463
ROSEDALE,2004,364012.5331010453,574,526
ROSEDALE,2005,447788.12126245844,602,555
ROSEDALE,2006,508466.8229508197,610,579
ROSEDALE,2007,517677.3780160858,373,359
ROSEDALE,2008,446593.7180327869,305,282
ROSEDALE,2009,401453.1408934708,291,252
ROSEDALE,2010,371241.7744680851,235,218
ROSEDALE,2011,372329.62555066077,227,213
ROSEDALE,2012,431723.61187214614,219,203
ROSEDALE,2013,480540.19369369367,222,204
ROSEDALE,2014,404957.10215053766,186,172
ROSEDALE,2015,407142.2580645161,248,227
ROSEDALE,2016,457111.25773195876,291,273
ROSEDALE,2017,750605.6245954692,309,292
ROSEDALE,2018,547951.95221843,293,274
ROSSVILLE,2003,351128.1598173516,219,214
ROSSVILLE,2004,581161.5142857142,210,206
ROSSVILLE,2005,515993.7251461988,171,165
ROSSVILLE,2006,467450.30666666664,150,148
ROSSVILLE,2007,457524.4896551724,145,143
ROSSVILLE,2008,450312.9479166667,96,93
ROSSVILLE,2009,454087.125,88,87
ROSSVILLE,2010,431557.2653061224,98,98
ROSSVILLE,2011,411788.8923076923,65,64
ROSSVILLE,2012,462953.5,72,72
ROSSVILLE,2013,445203.08035714284,112,112
ROSSVILLE,2014,442772.36363636365,88,88
ROSSVILLE,2015,401900.41228070174,114,113
ROSSVILLE,2016,493505.2561983471,121,121
ROSSVILLE,2017,546419.3716216217,148,142
ROSSVILLE,2018,563667.1151079136,139,135
SCHUYLERVILLE/PELHAM BAY,2003,326671.7451923077,208,189
SCHUYLERVILLE/PELHAM BAY,2004,363136.7108013937,287,258
SCHUYLERVILLE/PELHAM BAY,2005,519417.68852459016,244,213
SCHUYLERVILLE/PELHAM BAY,2006,517749.49775784754,223,196
SCHUYLERVILLE/PELHAM BAY,2007,723272.0663265307,196,172
SCHUYLERVILLE/PELHAM BAY,2008,913758.168,125,108
SCHUYLERVILLE/PELHAM BAY,2009,442632.71844660194,103,94
SCHUYLERVILLE/PELHAM BAY,2010,462970.85,100,96
SCHUYLERVILLE/PELHAM BAY,2011,388272.8598130841,107,93
SCHUYLERVILLE/PELHAM BAY,2012,623092.4503816793,131,114
SCHUYLERVILLE/PELHAM BAY,2013,392286.2340425532,141,123
SCHUYLERVILLE/PELHAM BAY,2014,514178.0,151,142
SCHUYLERVILLE/PELHAM BAY,2015,683678.3333333334,168,148
SCHUYLERVILLE/PELHAM BAY,2016,779404.75,188,169
SCHUYLERVILLE/PELHAM BAY,2017,919975.3511904762,168,155
SCHUYLERVILLE/PELHAM BAY,2018,563874.4807692308,208,177
SEA GATE,2003,454364.29411764705,51,49
SEA GATE,2004,499412.84057971014,69,62
SEA GATE,2005,612424.2857142857,49,49
SEA GATE,2006,682601.3939393939,33,33
SEA GATE,2007,583545.2195121951,41,41
SEA GATE,2008,521461.8,30,29
SEA GATE,2009,508723.15,20,20
SEA GATE,2010,512108.6956521739,23,23
SEA GATE,2011,493311.3461538461,26,26
SEA GATE,2012,541895.9047619047,21,21
SEA GATE,2013,449580.0,13,13
SEA GATE,2014,565138.1081081082,37,36
SEA GATE,2015,482468.1818181818,44,42
SEA GATE,2016,599753.9,40,40
SEA GATE,2017,719860.085106383,47,45
SEA GATE,2018,756988.9714285714,35,34
SHEEPSHEAD BAY,2003,408559.8179271709,1071,759
SHEEPSHEAD BAY,2004,419595.48071979434,1167,763
SHEEPSHEAD BAY,2005,495610.56927175843,1126,764
SHEEPSHEAD BAY,2006,499543.9239583333,960,693
SHEEPSHEAD BAY,2007,520811.6192513369,935,684
SHEEPSHEAD BAY,2008,568971.3057065217,736,534
SHEEPSHEAD BAY,2009,414157.9043348281,669,495
SHEEPSHEAD BAY,2010,492581.251497006,501,457
SHEEPSHEAD BAY,2011,648642.357267951,571,432
SHEEPSHEAD BAY,2012,521359.63265306124,588,448
SHEEPSHEAD BAY,2013,544323.2240437159,732,538
SHEEPSHEAD BAY,2014,739815.5064782096,849,616
SHEEPSHEAD BAY,2015,606831.4204545454,792,576
SHEEPSHEAD BAY,2016,670045.5679012346,891,665
SHEEPSHEAD BAY,2017,783091.7463687151,895,697
SHEEPSHEAD BAY,2018,857942.7283950617,891,715
SHORE ACRES,2003,252667.41176470587,34,27
SHORE ACRES,2004,240346.5909090909,22,14
SHORE ACRES,2005,349563.5142857143,35,27
SHORE ACRES,2006,367937.27777777775,18,15
SHORE ACRES,2007,342811.85185185185,27,16
SHORE ACRES,2008,322000.0,12,10
SHORE ACRES,2009,362222.22222222225,9,9
SHORE ACRES,2010,381895.5,16,14
SHORE ACRES,2011,311691.0714285714,14,12
SHORE ACRES,2012,347442.7272727273,11,10
SHORE ACRES,2013,263137.1304347826,23,17
SHORE ACRES,2014,305832.6923076923,26,18
SHORE ACRES,2015,273280.0,25,12
SHORE ACRES,2016,362024.2068965517,29,24
SHORE ACRES,2017,444210.5263157895,19,17
SHORE ACRES,2018,436090.0,22,17
SILVER LAKE,2003,329530.2641509434,53,51
SILVER LAKE,2004,532644.647887324,71,71
SILVER LAKE,2005,535893.1086956522,46,46
SILVER LAKE,2006,446317.72093023255,43,42
SILVER LAKE,2007,521982.23076923075,39,38
SILVER LAKE,2008,439541.16279069765,43,43
SILVER LAKE,2009,436208.3846153846,39,36
SILVER LAKE,2010,466423.2916666667,24,24
SILVER LAKE,2011,483931.25,20,19
SILVER LAKE,2012,590766.5428571429,35,34
SILVER LAKE,2013,454223.3,50,49
SILVER LAKE,2014,529550.380952381,42,42
SILVER LAKE,2015,454929.92,50,50
SILVER LAKE,2016,578344.195652174,46,46
SILVER LAKE,2017,533193.5185185185,54,52
SILVER LAKE,2018,617825.7272727273,33,33
SOHO,2003,2190985.412322275,211,170
SOHO,2004,2237302.9014925375,335,269
SOHO,2005,3063945.251851852,405,319
SOHO,2006,2992705.3212121213,330,285
SOHO,2007,5025161.450134771,371,329
SOHO,2008,4168932.0689655175,203,172
SOHO,2009,3122944.4588235295,170,143
SOHO,2010,3867878.552742616,237,224
SOHO,2011,2996632.7024221453,289,252
SOHO,2012,10314250.132867133,286,236
SOHO,2013,5649435.037593985,266,232
SOHO,2014,9499411.603112841,257,216
SOHO,2015,8485640.842931937,191,156
SOHO,2016,6994751.918518518,270,237
SOHO,2017,4950902.8625,240,184
SOHO,2018,9368827.584210526,190,157
SOUNDVIEW,2003,378989.03426124196,467,430
SOUNDVIEW,2004,426995.1394891945,509,473
SOUNDVIEW,2005,521771.8771551724,464,431
SOUNDVIEW,2006,549917.4387755102,490,473
SOUNDVIEW,2007,562066.1413043478,460,443
SOUNDVIEW,2008,339156.6339468303,489,253
SOUNDVIEW,2009,405823.4952681388,317,253
SOUNDVIEW,2010,376836.249070632,269,234
SOUNDVIEW,2011,516422.65470852016,223,186
SOUNDVIEW,2012,433389.0508474576,177,161
SOUNDVIEW,2013,795138.9957264957,234,216
SOUNDVIEW,2014,579484.7520325204,246,226
SOUNDVIEW,2015,638387.3086419753,243,212
SOUNDVIEW,2016,1081056.9593495934,369,325
SOUNDVIEW,2017,779632.4322250639,391,343
SOUNDVIEW,2018,537835.7293447293,351,324
SOUTH BEACH,2003,356480.6268115942,276,265
SOUTH BEACH,2004,377313.4623655914,279,268
SOUTH BEACH,2005,448135.3551020408,245,229
SOUTH BEACH,2006,485874.5129533679,193,189
SOUTH BEACH,2007,771179.0324675324,154,142
SOUTH BEACH,2008,436067.5535714286,112,106
SOUTH BEACH,2009,377454.1754385965,114,111
SOUTH BEACH,2010,370967.218487395,119,114
SOUTH BEACH,2011,692896.0638297872,94,90
SOUTH BEACH,2012,427934.6352941177,85,84
SOUTH BEACH,2013,427357.79069767444,86,84
SOUTH BEACH,2014,485282.7768595041,121,116
SOUTH BEACH,2015,437784.7117117117,111,109
SOUTH BEACH,2016,457521.86904761905,168,163
SOUTH BEACH,2017,532048.6592178771,179,173
SOUTH BEACH,2018,672648.256097561,164,159
SOUTH OZONE PARK,2003,310862.7609561753,753,692
SOUTH OZONE PARK,2004,371111.5680981595,815,754
SOUTH OZONE PARK,2005,448335.41548387095,775,704
SOUTH OZONE PARK,2006,513077.9854111406,754,699
SOUTH OZONE PARK,2007,504219.8381147541,488,455
SOUTH OZONE PARK,2008,435651.9304812834,374,338
SOUTH OZONE PARK,2009,363922.8016085791,373,329
SOUTH OZONE PARK,2010,391900.7665615142,317,295
SOUTH OZONE PARK,2011,336506.7643097643,297,276
SOUTH OZONE PARK,2012,362549.7269076305,249,232
SOUTH OZONE PARK,2013,357575.8214285714,280,259
SOUTH OZONE PARK,2014,411361.50344827585,290,267
SOUTH OZONE PARK,2015,451779.4300699301,286,268
SOUTH OZONE PARK,2016,453759.7725947522,343,324
SOUTH OZONE PARK,2017,509512.1690821256,414,386
SOUTH OZONE PARK,2018,600855.6428571428,350,333
SOUTH SLOPE,2003,531954.0674846625,163,149
SOUTH SLOPE,2004,658716.763546798,203,190
SOUTH SLOPE,2005,785478.7475247525,202,192
SOUTH SLOPE,2006,880453.4485294118,136,126
SOUTH SLOPE,2007,1064097.2857142857,175,167
SOUTH SLOPE,2008,742601.9913419914,231,221
SOUTH SLOPE,2009,736255.8272727273,110,103
SOUTH SLOPE,2010,779681.8861788618,123,123
SOUTH SLOPE,2011,798255.1118012422,161,156
SOUTH SLOPE,2012,845195.141025641,156,152
SOUTH SLOPE,2013,1091792.54375,160,153
SOUTH SLOPE,2014,1576894.897260274,146,141
SOUTH SLOPE,2015,1667482.7703703705,135,130
SOUTH SLOPE,2016,1719788.3863636365,132,127
SOUTH SLOPE,2017,1404537.6992481202,133,129
SOUTH SLOPE,2018,1784911.8287671234,146,139
SPRINGFIELD GARDENS,2003,319304.7623762376,606,521
SPRINGFIELD GARDENS,2004,371565.43934911245,676,595
SPRINGFIELD GARDENS,2005,536770.3981106613,741,647
SPRINGFIELD GARDENS,2006,583990.1790450928,754,696
SPRINGFIELD GARDENS,2007,543722.3415132924,489,462
SPRINGFIELD GARDENS,2008,471203.8952164009,439,388
SPRINGFIELD GARDENS,2009,379032.9157894737,380,330
SPRINGFIELD GARDENS,2010,449576.50980392157,357,313
SPRINGFIELD GARDENS,2011,433084.76868327404,281,245
SPRINGFIELD GARDENS,2012,582092.063197026,269,238
SPRINGFIELD GARDENS,2013,513029.73053892213,334,301
SPRINGFIELD GARDENS,2014,411421.23652694613,334,305
SPRINGFIELD GARDENS,2015,585886.3586956522,368,338
SPRINGFIELD GARDENS,2016,500710.4263959391,394,353
SPRINGFIELD GARDENS,2017,507902.93427230045,426,389
SPRINGFIELD GARDENS,2018,567350.957920792,404,369
ST. ALBANS,2003,249321.04792332268,626,537
ST. ALBANS,2004,302930.6344916345,777,701
ST. ALBANS,2005,371504.6595174263,746,681
ST. ALBANS,2006,449331.7601572739,763,690
ST. ALBANS,2007,433890.9847826087,460,425
ST. ALBANS,2008,368888.5606407323,437,372
ST. ALBANS,2009,330918.75191815855,391,338
ST. ALBANS,2010,320491.5188916877,397,343
ST. ALBANS,2011,323125.39940828405,338,284
ST. ALBANS,2012,318892.2309859155,355,305
ST. ALBANS,2013,353163.4731182796,372,327
ST. ALBANS,2014,332886.65425531915,376,330
ST. ALBANS,2015,370987.9846153846,390,354
ST. ALBANS,2016,386075.8558139535,430,382
ST. ALBANS,2017,410036.53601694916,472,422
ST. ALBANS,2018,478183.96646942804,507,457
ST. GEORGE,2003,360759.8095238095,42,18
