nbhd,year,average_sale_price,transaction_volume,property_count
LITTLE NECK,2015,619026.6483516484,182,110
LITTLE NECK,2016,604996.1233480176,227,124
LITTLE NECK,2017,619987.3532338309,201,110
LITTLE NECK,2018,735262.9547738694,199,106
LONG ISLAND CITY,2003,1174284.4927536233,207,169
LONG ISLAND CITY,2004,1901379.7427385892,241,192
LONG ISLAND CITY,2005,3961630.9043478263,230,186
LONG ISLAND CITY,2006,2362431.868686869,198,170
LONG ISLAND CITY,2007,1246280.450420168,595,549
LONG ISLAND CITY,2008,1316708.055319149,470,425
LONG ISLAND CITY,2009,815850.6666666666,537,511
LONG ISLAND CITY,2010,1320720.9209876542,405,394
LONG ISLAND CITY,2011,1987994.435897436,429,403
LONG ISLAND CITY,2012,2741264.4841437633,473,442
LONG ISLAND CITY,2013,1773027.3421052631,456,417
LONG ISLAND CITY,2014,2949616.8220551377,399,364
LONG ISLAND CITY,2015,4319532.465714286,350,304
LONG ISLAND CITY,2016,4686898.162162162,444,402
LONG ISLAND CITY,2017,1898038.3613231552,393,365
LONG ISLAND CITY,2018,2871603.594017094,468,448
LOWER EAST SIDE,2003,649118.2415902141,327,150
LOWER EAST SIDE,2004,729817.3039772727,352,136
LOWER EAST SIDE,2005,1004456.884272997,337,147
LOWER EAST SIDE,2006,927168.9654320987,405,233
LOWER EAST SIDE,2007,1654155.996996997,333,162
LOWER EAST SIDE,2008,1427043.7268722467,227,102
LOWER EAST SIDE,2009,647388.8853503185,157,63
LOWER EAST SIDE,2010,1189252.1572327043,159,120
LOWER EAST SIDE,2011,1216598.0699588477,243,110
LOWER EAST SIDE,2012,1651763.1533546327,313,150
LOWER EAST SIDE,2013,1370616.423076923,364,170
LOWER EAST SIDE,2014,1765638.5643564356,303,122
LOWER EAST SIDE,2015,2760003.011494253,261,122
LOWER EAST SIDE,2016,2446108.414096916,227,89
LOWER EAST SIDE,2017,3367460.800796813,251,124
LOWER EAST SIDE,2018,2991293.9076923076,325,224
MANHATTAN BEACH,2003,867517.3114754099,61,57
MANHATTAN BEACH,2004,847228.8607594937,79,73
MANHATTAN BEACH,2005,1066417.1875,48,46
MANHATTAN BEACH,2006,969894.3947368421,38,36
MANHATTAN BEACH,2007,1301006.25,32,32
MANHATTAN BEACH,2008,1033816.8518518518,54,50
MANHATTAN BEACH,2009,1067351.851851852,27,27
MANHATTAN BEACH,2010,1149042.361111111,36,33
MANHATTAN BEACH,2011,1311785.7142857143,35,35
MANHATTAN BEACH,2012,1067334.3684210526,38,38
MANHATTAN BEACH,2013,814524.78,50,47
MANHATTAN BEACH,2014,1284139.6296296297,54,52
MANHATTAN BEACH,2015,1340339.7272727273,66,66
MANHATTAN BEACH,2016,1061864.106060606,66,66
MANHATTAN BEACH,2017,1280769.5,44,42
MANHATTAN BEACH,2018,1382882.9574468085,47,47
MARINE PARK,2003,335176.1908831909,351,311
MARINE PARK,2004,375815.26558891457,433,370
MARINE PARK,2005,422915.58116883115,308,261
MARINE PARK,2006,497934.05498281785,291,252
MARINE PARK,2007,508920.577689243,251,223
MARINE PARK,2008,427946.01639344264,244,208
MARINE PARK,2009,425399.2028301887,212,181
MARINE PARK,2010,486648.6524064171,187,178
MARINE PARK,2011,412629.6551724138,174,142
MARINE PARK,2012,451479.10880829016,193,165
MARINE PARK,2013,431664.98660714284,224,189
MARINE PARK,2014,518100.0740740741,243,202
MARINE PARK,2015,663181.5294117647,272,224
MARINE PARK,2016,581004.4113712375,299,256
MARINE PARK,2017,562156.6014760147,271,225
MARINE PARK,2018,644664.4448979592,245,200
MARINERS HARBOR,2003,275656.2216066482,361,317
MARINERS HARBOR,2004,272289.1488888889,450,414
MARINERS HARBOR,2005,348733.273364486,428,398
MARINERS HARBOR,2006,374682.9342105263,304,293
MARINERS HARBOR,2007,553168.3188405797,207,200
MARINERS HARBOR,2008,394514.5987654321,162,149
MARINERS HARBOR,2009,279329.32934131735,167,150
MARINERS HARBOR,2010,315215.602739726,146,136
MARINERS HARBOR,2011,250027.7594936709,79,76
MARINERS HARBOR,2012,332290.746835443,79,76
MARINERS HARBOR,2013,389368.63106796116,103,94
MARINERS HARBOR,2014,298231.816,125,118
MARINERS HARBOR,2015,277551.5581395349,129,123
MARINERS HARBOR,2016,456053.1165644172,163,158
MARINERS HARBOR,2017,360224.5588235294,204,194
MARINERS HARBOR,2018,450491.8625592417,211,197
MASPETH,2003,420287.07458563533,362,341
MASPETH,2004,637849.5771276596,376,350
MASPETH,2005,598601.1813842482,419,386
MASPETH,2006,730415.7989821883,393,364
MASPETH,2007,703045.1008645534,347,327
MASPETH,2008,699835.3558718861,281,263
MASPETH,2009,598864.9424778761,226,189
MASPETH,2010,567327.8903508772,228,215
MASPETH,2011,682450.8918918918,222,203
MASPETH,2012,816952.174796748,246,223
MASPETH,2013,836270.5153846154,260,240
MASPETH,2014,856178.0751633986,306,284
MASPETH,2015,805389.8157894737,266,254
MASPETH,2016,1034576.2631578947,266,243
MASPETH,2017,1256177.7011494252,261,242
MASPETH,2018,1506649.8064516129,248,231
MELROSE/CONCOURSE,2003,453615.8301886792,212,159
MELROSE/CONCOURSE,2004,791399.9282868525,251,178
MELROSE/CONCOURSE,2005,734273.6502057613,243,158
MELROSE/CONCOURSE,2006,723280.8930041152,243,164
MELROSE/CONCOURSE,2007,837989.1703703704,270,169
MELROSE/CONCOURSE,2008,737584.1111111111,162,97
MELROSE/CONCOURSE,2009,520377.92,100,63
MELROSE/CONCOURSE,2010,1968972.5666666667,90,77
MELROSE/CONCOURSE,2011,1075878.7156862745,102,71
MELROSE/CONCOURSE,2012,1038576.1683168317,101,77
MELROSE/CONCOURSE,2013,1220817.736,125,94
MELROSE/CONCOURSE,2014,1628126.6305732485,157,105
MELROSE/CONCOURSE,2015,996335.7772277228,202,108
MELROSE/CONCOURSE,2016,1049509.1701030927,194,116
MELROSE/CONCOURSE,2017,2303470.6158536584,164,102
MELROSE/CONCOURSE,2018,1512086.6625,160,112
MIDDLE VILLAGE,2003,424114.5090909091,385,368
MIDDLE VILLAGE,2004,456387.74704491725,423,404
MIDDLE VILLAGE,2005,559112.0425,400,378
MIDDLE VILLAGE,2006,538617.4403669725,327,312
MIDDLE VILLAGE,2007,560741.7739130434,345,327
MIDDLE VILLAGE,2008,517598.44194756553,267,257
MIDDLE VILLAGE,2009,524354.9961685824,261,255
MIDDLE VILLAGE,2010,531336.980620155,258,254
MIDDLE VILLAGE,2011,698114.7433628319,226,206
MIDDLE VILLAGE,2012,535674.5204918033,244,239
MIDDLE VILLAGE,2013,582112.8289962825,269,254
MIDDLE VILLAGE,2014,705568.143812709,299,290
MIDDLE VILLAGE,2015,657770.3076923077,286,274
MIDDLE VILLAGE,2016,723733.828358209,268,255
MIDDLE VILLAGE,2017,750116.9870967742,310,301
MIDDLE VILLAGE,2018,821701.4584837545,277,271
MIDLAND BEACH,2003,271198.5369127517,298,281
MIDLAND BEACH,2004,328186.4733333333,300,285
MIDLAND BEACH,2005,359791.4411764706,272,265
MIDLAND BEACH,2006,395409.1146245059,253,241
MIDLAND BEACH,2007,390035.3,170,167
MIDLAND BEACH,2008,364067.75147928996,169,151
MIDLAND BEACH,2009,348428.62790697673,129,125
MIDLAND BEACH,2010,368144.2794117647,136,134
MIDLAND BEACH,2011,387156.15189873416,79,77
MIDLAND BEACH,2012,390705.8144329897,97,95
MIDLAND BEACH,2013,293832.1818181818,110,106
MIDLAND BEACH,2014,336191.36315789475,190,184
MIDLAND BEACH,2015,367459.58935361216,263,258
MIDLAND BEACH,2016,378899.7389558233,249,242
MIDLAND BEACH,2017,414233.0281124498,249,235
MIDLAND BEACH,2018,492378.9637305699,193,186
MIDTOWN,2003,3127441.944144144,1665,786
MIDTOWN,2004,2041177.3984476067,2319,1049
MIDTOWN,2005,3600415.1824962706,2011,997
MIDTOWN,2006,5833483.34500574,1742,912
MIDTOWN,2007,6538025.929035753,1846,871
MIDTOWN,2008,5163161.201973684,1520,925
MIDTOWN,2009,2213296.682669789,854,474
MIDTOWN,2010,5923591.349604222,758,570
MIDTOWN,2011,4579487.625451264,1108,615
MIDTOWN,2012,3820697.999221184,1284,680
MIDTOWN,2013,6075199.821710526,1520,728
MIDTOWN,2014,6636719.707317073,1394,639
MIDTOWN,2015,5307006.37972028,1430,739
MIDTOWN,2016,7920795.1590106,1415,775
MIDTOWN,2017,5262176.590417311,1294,637
MIDTOWN,2018,5206309.4111986,1143,600
MIDWOOD,2003,464771.0674846626,326,244
MIDWOOD,2004,594270.0792838875,391,279
MIDWOOD,2005,609865.0655391121,473,314
MIDWOOD,2006,754660.8879310344,348,247
MIDWOOD,2007,758073.4850498339,301,218
MIDWOOD,2008,696611.7529411765,255,208
MIDWOOD,2009,516846.6081871345,171,140
MIDWOOD,2010,750920.3828571428,175,160
MIDWOOD,2011,658165.6279069767,215,183
MIDWOOD,2012,789641.7065637065,259,216
MIDWOOD,2013,739812.2634920635,315,262
MIDWOOD,2014,1152151.314381271,299,231
MIDWOOD,2015,974720.3015267176,262,216
MIDWOOD,2016,967490.0660377359,318,255
MIDWOOD,2017,1149999.90397351,302,235
MIDWOOD,2018,995062.0033444816,299,245
MILL BASIN,2003,893279.504854369,103,102
MILL BASIN,2004,751098.8188976378,127,122
MILL BASIN,2005,943362.2448979592,98,98
MILL BASIN,2006,864950.9605263158,76,74
MILL BASIN,2007,884860.2093023256,86,82
MILL BASIN,2008,929121.2413793104,58,58
MILL BASIN,2009,791553.8269230769,52,51
MILL BASIN,2010,829749.4838709678,62,62
MILL BASIN,2011,823446.3636363636,55,55
MILL BASIN,2012,7447012.195121951,41,41
MILL BASIN,2013,790165.1428571428,56,56
MILL BASIN,2014,832277.1219512195,82,82
MILL BASIN,2015,799633.1538461539,78,78
MILL BASIN,2016,932637.6893203884,103,101
MILL BASIN,2017,935631.5882352941,85,84
MILL BASIN,2018,1133302.388235294,85,84
MORNINGSIDE HEIGHTS,2003,278096.49253731343,67,17
MORNINGSIDE HEIGHTS,2004,422246.6551724138,87,22
MORNINGSIDE HEIGHTS,2005,815464.9550561798,89,24
MORNINGSIDE HEIGHTS,2006,1063180.775510204,98,31
MORNINGSIDE HEIGHTS,2007,411974.1170212766,94,17
MORNINGSIDE HEIGHTS,2008,460905.6140350877,57,10
MORNINGSIDE HEIGHTS,2009,427944.06382978725,47,16
MORNINGSIDE HEIGHTS,2010,447583.8181818182,22,6
MORNINGSIDE HEIGHTS,2011,551851.0681818182,44,14
MORNINGSIDE HEIGHTS,2012,541069.1587301587,63,15
MORNINGSIDE HEIGHTS,2013,878246.8170731707,82,18
MORNINGSIDE HEIGHTS,2014,852930.493670886,79,21
MORNINGSIDE HEIGHTS,2015,1390416.2602739725,73,17
MORNINGSIDE HEIGHTS,2016,2440587.763888889,72,16
MORNINGSIDE HEIGHTS,2017,648537.125,64,16
MORNINGSIDE HEIGHTS,2018,1842053.690909091,55,18
MORRIS PARK/VAN NEST,2003,431054.4487804878,205,183
MORRIS PARK/VAN NEST,2004,370660.10954063607,283,238
MORRIS PARK/VAN NEST,2005,513523.641509434,265,224
MORRIS PARK/VAN NEST,2006,582328.5061728396,243,217
MORRIS PARK/VAN NEST,2007,820694.6292134832,178,161
MORRIS PARK/VAN NEST,2008,456333.6160714286,112,99
MORRIS PARK/VAN NEST,2009,461729.03092783503,97,92
MORRIS PARK/VAN NEST,2010,535118.6272727273,110,103
MORRIS PARK/VAN NEST,2011,520322.2,100,97
MORRIS PARK/VAN NEST,2012,482452.4583333333,120,110
MORRIS PARK/VAN NEST,2013,532671.65,120,115
MORRIS PARK/VAN NEST,2014,539987.7552447553,143,131
MORRIS PARK/VAN NEST,2015,1279009.6962962963,135,123
MORRIS PARK/VAN NEST,2016,456205.7657142857,175,153
MORRIS PARK/VAN NEST,2017,582284.8958333334,192,179
MORRIS PARK/VAN NEST,2018,575411.1058823529,170,161
MORRISANIA/LONGWOOD,2003,375289.3861171367,461,407
MORRISANIA/LONGWOOD,2004,400227.7239130435,460,403
MORRISANIA/LONGWOOD,2005,519911.87238493725,478,435
MORRISANIA/LONGWOOD,2006,615193.5971563981,422,400
MORRISANIA/LONGWOOD,2007,794555.9881305638,337,320
MORRISANIA/LONGWOOD,2008,612514.6048387097,248,240
MORRISANIA/LONGWOOD,2009,627988.5333333333,255,238
MORRISANIA/LONGWOOD,2010,390971.2625,160,143
MORRISANIA/LONGWOOD,2011,708347.9871794871,156,139
MORRISANIA/LONGWOOD,2012,1190872.6958174906,263,157
MORRISANIA/LONGWOOD,2013,1388645.4253393665,221,179
MORRISANIA/LONGWOOD,2014,1135930.5454545454,220,205
MORRISANIA/LONGWOOD,2015,907696.3830645161,248,225
MORRISANIA/LONGWOOD,2016,1260897.8508064516,248,233
MORRISANIA/LONGWOOD,2017,960251.1786941581,291,271
MORRISANIA/LONGWOOD,2018,968956.020746888,241,218
MOTT HAVEN/PORT MORRIS,2003,767496.7299270073,137,125
MOTT HAVEN/PORT MORRIS,2004,825456.822368421,152,141
MOTT HAVEN/PORT MORRIS,2005,607930.0163934426,122,112
MOTT HAVEN/PORT MORRIS,2006,920023.6639344263,122,116
MOTT HAVEN/PORT MORRIS,2007,1114534.9619047618,105,103
MOTT HAVEN/PORT MORRIS,2008,1508691.2753623188,69,67
MOTT HAVEN/PORT MORRIS,2009,1213909.9487179487,39,35
MOTT HAVEN/PORT MORRIS,2010,1504878.6666666667,45,45
MOTT HAVEN/PORT MORRIS,2011,1665365.9032258065,62,52
MOTT HAVEN/PORT MORRIS,2012,2706320.75,76,64
MOTT HAVEN/PORT MORRIS,2013,1160827.4444444445,54,52
MOTT HAVEN/PORT MORRIS,2014,1737250.2222222222,81,74
MOTT HAVEN/PORT MORRIS,2015,1908432.923076923,104,97
MOTT HAVEN/PORT MORRIS,2016,2122745.125,104,100
MOTT HAVEN/PORT MORRIS,2017,1794144.25,96,93
MOTT HAVEN/PORT MORRIS,2018,2989941.73015873,126,118
MOUNT HOPE/MOUNT EDEN,2003,1066484.5188679246,106,92
MOUNT HOPE/MOUNT EDEN,2004,971639.0224719101,89,80
MOUNT HOPE/MOUNT EDEN,2005,982924.0170940171,117,98
MOUNT HOPE/MOUNT EDEN,2006,1177399.75,72,67
MOUNT HOPE/MOUNT EDEN,2007,2793610.9859154928,71,69
MOUNT HOPE/MOUNT EDEN,2008,1370763.8235294118,34,32
MOUNT HOPE/MOUNT EDEN,2009,1061247.4285714286,21,20
MOUNT HOPE/MOUNT EDEN,2010,2995367.2702702703,37,36
MOUNT HOPE/MOUNT EDEN,2011,1596364.3421052631,38,34
MOUNT HOPE/MOUNT EDEN,2012,1955761.1851851852,54,47
MOUNT HOPE/MOUNT EDEN,2013,2902692.9555555554,45,44
MOUNT HOPE/MOUNT EDEN,2014,2851707.2391304346,46,44
MOUNT HOPE/MOUNT EDEN,2015,4355458.303571428,56,53
MOUNT HOPE/MOUNT EDEN,2016,3060590.515625,64,58
MOUNT HOPE/MOUNT EDEN,2017,2876831.8032786883,61,56
MOUNT HOPE/MOUNT EDEN,2018,1785873.6455696202,79,73
MURRAY HILL,2003,1081647.1358208954,670,353
MURRAY HILL,2004,1307953.1964085298,891,458
MURRAY HILL,2005,2198089.9140939596,745,374
MURRAY HILL,2006,2524541.128133705,718,433
MURRAY HILL,2007,2778486.0504672895,1070,761
MURRAY HILL,2008,1434437.9805352797,822,597
MURRAY HILL,2009,1156481.5376623378,385,224
MURRAY HILL,2010,2496632.582758621,290,232
MURRAY HILL,2011,1257274.6549586777,484,269
MURRAY HILL,2012,2778951.205035971,556,318
MURRAY HILL,2013,1339146.9385826772,635,337
MURRAY HILL,2014,2318443.1518151816,606,313
MURRAY HILL,2015,2733107.931419458,627,367
MURRAY HILL,2016,2584603.34194831,503,282
MURRAY HILL,2017,2318553.9462151392,502,267
MURRAY HILL,2018,2443856.709677419,434,251
NAVY YARD,2003,262088.88888888888,18,17
NAVY YARD,2004,493831.14285714284,14,13
NAVY YARD,2005,506132.4736842105,19,17
NAVY YARD,2006,1356183.7272727273,11,10
NAVY YARD,2007,905483.4285714285,14,13
NAVY YARD,2008,784867.375,8,8
NAVY YARD,2009,533295.6363636364,11,10
NAVY YARD,2010,860405.5555555555,9,8
NAVY YARD,2011,535000.0,6,6
NAVY YARD,2012,1059655.4444444445,18,18
NAVY YARD,2013,2755117.380952381,21,19
NAVY YARD,2014,5172514.176470588,17,16
NAVY YARD,2015,1753546.3076923077,13,13
NAVY YARD,2016,2046847.358974359,117,112
NAVY YARD,2017,1641112.9259259258,27,27
NAVY YARD,2018,5106011.0,14,14
NEPONSIT,2003,836750.0,28,26
NEPONSIT,2004,938328.5714285715,35,34
NEPONSIT,2005,984857.24,25,24
NEPONSIT,2006,981609.0476190476,21,20
NEPONSIT,2007,1277636.3636363635,11,11
NEPONSIT,2008,845157.1428571428,21,21
NEPONSIT,2009,958786.75,16,15
NEPONSIT,2010,955283.8181818182,11,11
NEPONSIT,2011,928764.8333333334,18,18
NEPONSIT,2012,1126588.2352941176,17,17
NEPONSIT,2013,773273.3333333334,30,30
NEPONSIT,2014,886604.1666666666,24,24
NEPONSIT,2015,986958.3333333334,24,23
NEPONSIT,2016,893500.0,21,21
NEPONSIT,2017,1126388.0,20,20
NEPONSIT,2018,1077235.142857143,14,14
NEW BRIGHTON,2003,222333.676,250,225
NEW BRIGHTON,2004,278948.1133603239,247,218
NEW BRIGHTON,2005,348475.48175182485,274,242
NEW BRIGHTON,2006,398803.84821428574,224,196
NEW BRIGHTON,2007,424376.4879518072,166,151
NEW BRIGHTON,2008,392197.7804878049,164,146
NEW BRIGHTON,2009,247383.52229299364,157,124
NEW BRIGHTON,2010,254322.88461538462,130,114
NEW BRIGHTON,2011,370022.58762886596,97,90
NEW BRIGHTON,2012,255386.58035714287,112,91
NEW BRIGHTON,2013,243955.23648648648,148,126
NEW BRIGHTON,2014,291263.3387096774,124,104
NEW BRIGHTON,2015,319051.0081967213,122,105
NEW BRIGHTON,2016,334479.33774834435,151,134
NEW BRIGHTON,2017,432823.47777777776,180,158
NEW BRIGHTON,2018,449922.5661764706,136,123
NEW DORP,2003,360078.0254237288,236,228
NEW DORP,2004,446686.23728813557,236,230
NEW DORP,2005,557629.0733944954,218,215
NEW DORP,2006,532073.4699453552,183,181
NEW DORP,2007,495970.816091954,174,172
NEW DORP,2008,472038.52760736196,163,151
NEW DORP,2009,446827.5111111111,135,132
NEW DORP,2010,460644.12751677854,149,145
NEW DORP,2011,455752.02702702704,111,108
NEW DORP,2012,523644.224137931,116,115
NEW DORP,2013,496708.1328125,128,128
NEW DORP,2014,516165.64417177916,163,162
NEW DORP,2015,499643.4852071006,169,164
NEW DORP,2016,534692.1624365483,197,194
NEW DORP,2017,576085.2946428572,224,215
NEW DORP,2018,605910.0223463688,179,174
NEW DORP BEACH,2003,268216.75,76,72
NEW DORP BEACH,2004,305374.60576923075,104,101
NEW DORP BEACH,2005,386779.4157303371,89,86
NEW DORP BEACH,2006,377416.5423728814,59,56
NEW DORP BEACH,2007,369938.53731343284,67,66
NEW DORP BEACH,2008,347437.975,40,39
NEW DORP BEACH,2009,300394.74074074073,54,51
NEW DORP BEACH,2010,331641.2972972973,37,34
NEW DORP BEACH,2011,249442.3076923077,26,23
NEW DORP BEACH,2012,287059.10714285716,28,27
NEW DORP BEACH,2013,234381.25,32,32
NEW DORP BEACH,2014,294933.64705882355,51,51
NEW DORP BEACH,2015,305191.140625,64,63
NEW DORP BEACH,2016,305164.08928571426,112,104
NEW DORP BEACH,2017,371707.4356435643,101,97
NEW DORP BEACH,2018,389140.1807228916,83,79
NEW SPRINGVILLE,2003,283937.4175365344,479,466
NEW SPRINGVILLE,2004,707751.9052419355,496,486
NEW SPRINGVILLE,2005,406153.578125,448,443
NEW SPRINGVILLE,2006,448104.4840425532,376,360
NEW SPRINGVILLE,2007,362785.3141361257,382,374
NEW SPRINGVILLE,2008,384539.25187969924,266,256
NEW SPRINGVILLE,2009,367101.7715355805,267,261
NEW SPRINGVILLE,2010,382879.6616541353,266,245
NEW SPRINGVILLE,2011,311155.4144736842,152,150
NEW SPRINGVILLE,2012,320609.88940092165,217,214
NEW SPRINGVILLE,2013,414338.384,250,246
NEW SPRINGVILLE,2014,409203.5301204819,332,330
NEW SPRINGVILLE,2015,372939.73665480426,281,277
NEW SPRINGVILLE,2016,416631.7724719101,356,347
NEW SPRINGVILLE,2017,474098.5260416667,384,372
NEW SPRINGVILLE,2018,515576.6010928962,366,357
NORWOOD,2003,414499.79545454547,220,153
NORWOOD,2004,580243.8007968127,251,178
NORWOOD,2005,849200.2748091603,262,190
NORWOOD,2006,808756.0666666667,270,188
NORWOOD,2007,1243044.1061946903,226,176
NORWOOD,2008,1119933.349112426,169,126
NORWOOD,2009,664270.811965812,117,89
NORWOOD,2010,936928.5432098765,81,73
NORWOOD,2011,1111761.8829787234,94,74
NORWOOD,2012,1294892.5963302753,109,93
NORWOOD,2013,1222597.1449275361,138,103
NORWOOD,2014,1765328.8012048192,166,129
NORWOOD,2015,1496996.2397260275,146,108
NORWOOD,2016,1566613.962962963,162,119
NORWOOD,2017,762713.9378881988,161,126
NORWOOD,2018,1660095.3435582821,163,125
OAKWOOD,2003,341934.672,125,118
OAKWOOD,2004,381842.75641025644,156,151
OAKWOOD,2005,425566.80833333335,120,118
OAKWOOD,2006,468829.6091954023,87,83
OAKWOOD,2007,728374.2738095238,84,81
OAKWOOD,2008,468386.75384615385,65,64
OAKWOOD,2009,455029.1234567901,81,76
OAKWOOD,2010,455126.55,80,79
OAKWOOD,2011,399529.79545454547,44,43
OAKWOOD,2012,395726.55555555556,45,45
OAKWOOD,2013,731295.9424460431,139,138
OAKWOOD,2014,406275.84523809527,252,252
OAKWOOD,2015,772033.8933333333,75,73
OAKWOOD,2016,520116.24705882353,85,85
OAKWOOD,2017,541042.0744680851,94,90
OAKWOOD,2018,598767.4375,80,80
OCEAN PARKWAY-NORTH,2003,433550.0928725702,463,303
OCEAN PARKWAY-NORTH,2004,450409.9781021898,548,333
OCEAN PARKWAY-NORTH,2005,544480.5987903225,496,286
OCEAN PARKWAY-NORTH,2006,704223.118993135,437,291
OCEAN PARKWAY-NORTH,2007,662862.4603960396,404,263
OCEAN PARKWAY-NORTH,2008,616359.9090909091,330,213
OCEAN PARKWAY-NORTH,2009,554846.3822393822,259,190
OCEAN PARKWAY-NORTH,2010,749711.1094527363,201,178
OCEAN PARKWAY-NORTH,2011,593149.7967479675,246,182
OCEAN PARKWAY-NORTH,2012,715035.6655052265,287,222
OCEAN PARKWAY-NORTH,2013,594743.1145833334,384,249
OCEAN PARKWAY-NORTH,2014,761390.9772079772,351,245
OCEAN PARKWAY-NORTH,2015,822415.9279538905,347,238
OCEAN PARKWAY-NORTH,2016,1142838.0162601627,369,266
OCEAN PARKWAY-NORTH,2017,1047739.0027932961,358,254
OCEAN PARKWAY-NORTH,2018,1123879.485013624,367,259
OCEAN PARKWAY-SOUTH,2003,465706.46961325966,362,216
OCEAN PARKWAY-SOUTH,2004,588737.2414772727,352,224
OCEAN PARKWAY-SOUTH,2005,639448.3303030303,330,211
OCEAN PARKWAY-SOUTH,2006,830673.400862069,232,159
OCEAN PARKWAY-SOUTH,2007,691660.1125541126,231,160
OCEAN PARKWAY-SOUTH,2008,649663.614213198,197,130
OCEAN PARKWAY-SOUTH,2009,672059.7823529412,170,120
OCEAN PARKWAY-SOUTH,2010,853967.9583333334,144,129
OCEAN PARKWAY-SOUTH,2011,728955.4628571429,175,118
OCEAN PARKWAY-SOUTH,2012,719527.5360824743,194,150
OCEAN PARKWAY-SOUTH,2013,825383.1071428572,252,195
OCEAN PARKWAY-SOUTH,2014,763311.5652173914,253,187
OCEAN PARKWAY-SOUTH,2015,1023374.774590164,244,190
OCEAN PARKWAY-SOUTH,2016,907098.9915966387,238,172
OCEAN PARKWAY-SOUTH,2017,1101066.271794872,195,152
OCEAN PARKWAY-SOUTH,2018,1379223.2950819673,183,156
OZONE PARK,2003,379889.42160278745,574,552
OZONE PARK,2004,391549.46596066566,661,626
OZONE PARK,2005,481288.4708520179,669,636
OZONE PARK,2006,517793.55,600,567
OZONE PARK,2007,578296.3410852713,387,379
OZONE PARK,2008,468181.60828025476,314,301
OZONE PARK,2009,385187.19251336897,374,345
OZONE PARK,2010,497497.4477124183,306,287
OZONE PARK,2011,413595.5018867925,265,251
OZONE PARK,2012,622549.8739130435,230,221
OZONE PARK,2013,431845.79344262293,305,294
OZONE PARK,2014,441809.0930232558,301,294
OZONE PARK,2015,485240.0917431193,327,308
OZONE PARK,2016,507503.1017964072,334,320
OZONE PARK,2017,681811.3155216285,393,366
OZONE PARK,2018,590246.2055555555,360,340
PARK HILL,2003,275875.45132743364,226,220
PARK HILL,2004,361755.5375722543,173,151
PARK HILL,2005,460334.0873015873,126,122
PARK HILL,2006,408965.8617886179,123,120
PARK HILL,2007,572795.3416666667,120,118
PARK HILL,2008,399958.15,80,76
PARK HILL,2009,398391.406779661,59,57
PARK HILL,2010,516359.175,40,39
PARK HILL,2011,782209.5789473684,38,38
PARK HILL,2012,450183.65789473685,38,38
PARK HILL,2013,579770.1470588235,68,66
PARK HILL,2014,386515.04,100,100
PARK HILL,2015,695870.7325581395,86,85
PARK HILL,2016,1082675.0340909092,88,84
PARK HILL,2017,508032.9259259259,108,104
PARK HILL,2018,558001.6153846154,104,102
PARK SLOPE,2003,561869.6953748006,627,445
PARK SLOPE,2004,666420.0853018373,762,561
PARK SLOPE,2005,838141.7374301676,716,547
PARK SLOPE,2006,971864.6672025723,622,480
PARK SLOPE,2007,955147.2411674347,651,532
PARK SLOPE,2008,866783.7857142857,658,557
PARK SLOPE,2009,841284.5086848636,403,334
PARK SLOPE,2010,963053.959390863,394,371
PARK SLOPE,2011,964911.2415841584,505,427
PARK SLOPE,2012,1127010.5380530974,565,462
PARK SLOPE,2013,1131722.9715189873,632,473
PARK SLOPE,2014,1405271.0,568,456
PARK SLOPE,2015,1826000.9156862744,510,410
PARK SLOPE,2016,1717700.454736842,475,391
PARK SLOPE,2017,1813147.2218597063,613,523
PARK SLOPE,2018,1696835.03364486,535,452
PARKCHESTER,2003,117181.28893058162,533,497
PARKCHESTER,2004,150807.4130757801,673,624
PARKCHESTER,2005,179765.54172015405,779,705
PARKCHESTER,2006,209686.48815789472,760,685
PARKCHESTER,2007,224175.66832504145,603,566
PARKCHESTER,2008,215946.74015748032,381,355
PARKCHESTER,2009,246315.1797752809,178,160
PARKCHESTER,2010,232208.16746411484,209,202
PARKCHESTER,2011,185780.66666666666,180,167
PARKCHESTER,2012,171819.92018779344,213,197
PARKCHESTER,2013,290526.572519084,262,236
PARKCHESTER,2014,391853.00775193796,258,240
PARKCHESTER,2015,302362.13058419246,291,267
PARKCHESTER,2016,236167.1725146199,342,315
PARKCHESTER,2017,291919.8380681818,352,320
PARKCHESTER,2018,287346.09929078014,423,388
PELHAM BAY,2011,160000.0,1,1
PELHAM GARDENS,2003,396549.8275862069,58,58
PELHAM GARDENS,2004,408625.4411764706,68,65
PELHAM GARDENS,2005,809025.8867924528,53,53
PELHAM GARDENS,2006,502143.44444444444,45,43
PELHAM GARDENS,2007,511460.27777777775,36,36
PELHAM GARDENS,2008,616209.1111111111,27,27
PELHAM GARDENS,2009,467151.48148148146,27,26
PELHAM GARDENS,2010,458925.2727272727,22,22
PELHAM GARDENS,2011,444688.4,40,40
PELHAM GARDENS,2012,840006.0666666667,30,30
PELHAM GARDENS,2013,474012.4827586207,29,29
PELHAM GARDENS,2014,468614.1935483871,31,31
PELHAM GARDENS,2015,445224.3243243243,37,37
PELHAM GARDENS,2016,607542.0,44,43
PELHAM GARDENS,2017,518688.55319148937,47,46
PELHAM GARDENS,2018,1393539.625,48,48
